shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
3,11,1,2,4,0,553,False,33.333332,505,518.98114,50.4,2839,704,1940,380,899,324,21,4,78,28,211,19,523,32,9.749558,27.17,8.277985,108,86.28,46.39,90.11,32.6501,26.083801,14.024427,27.24167,1670,542553,77.74,139.72,122.38,186.12,135.34,18.38,8.57,76,0.11,72.608696,36.011063,41.113464,22.875471,54.76695,39.824623,5.4084272,2802,2842,2800,3726,141.49,119.68,78.67,206.95,132.89,240.29,99.55,92.8,119.5,119.4,93.1,41.6343,23.14913,35.21657,60.896305,39.103695,70.7068,29.293198,28.273718,36.408504,36.37804,28.36512,2,0,Oski
2,2,1,1,0,0,300,False,50,558,434.29663,54.61,2124,505,1649,329,475,176,19,4,43,17,263,81,268,23.81,8.114095,22.71,7.739231,69.38,45.76,41.18,67.62,30.98151,20.434044,18.388853,30.19559,1770,356149,66.23,89.63,105.85,124.71,115.82,21.18,2.86,26,0.11,76.95652,40.445534,34.247833,25.30664,47.65198,44.255093,8.092928,2626,2321,3243,4220,124.98,73.81,62.92,166.55,95.17,170.45,91.26,126.4,149.4,149.5,124.4,47.75515,24.04188,28.202974,63.63671,36.36329,65.12934,34.87066,43.075245,50.9133,50.947384,42.393673,1,1,Oski
3,6,1,0,3,0,424,True,33.333332,449,450.8637,53.27,2336,713,1502,417,834,296,21,5,70,19,554,93,259,42.68,13.729212,27.08,8.711037,101.6,67.16,58.34,81.36,32.937817,21.772676,18.91331,26.37619,1532,467824,45.67,136.61,131.3,171.79,121.8,20,8.83,74,0.12,66.608696,41.871292,43.56464,14.564066,54.781723,38.840527,6.3777547,2983,2970,3004,3721,153.27,104.12,56.2,203.61,109.97,232.97,80.62,107.4,82.4,81.5,108,48.875923,17.92149,33.20259,64.93079,35.0692,74.291275,25.70873,34.548203,26.506256,26.216747,34.74121,0,1,Oski
3,7,1,1,2,0,372,False,33.333332,458,500.37964,50.31,2746,775,1983,480,763,295,24,5,67,25,447,21,470,40.02,12.15416,36.11,10.966684,117.42,76.41,46.47,93.62,35.16411,22.882727,13.916507,28.036654,1650,536359,66.07,154.5,123.24,195.34,125.19,23.28,9.81,82,0.12,71.73913,35.84538,44.93761,19.217009,56.816265,36.41255,6.7711816,2895,2662,3127,3833,153.17,115.62,75.03,217.77,126.04,274.47,69.35,88.1,103,107.2,86.4,44.549473,21.822464,33.62806,63.340218,36.659782,79.82956,20.170437,26.756159,31.28132,32.55687,26.239864,1,0,Oski
2,10,1,1,4,1,568,True,50,466,479.2386,47.15,2568,534,1776,234,792,300,21,3,65,20,355,65,456,43.18,13.430375,40.93,12.730553,115.14,78.71,45.64,88.93,35.058765,23.96626,13.896839,27.07813,1618,513029,64.22,134.93,134.05,171.1,130.18,31.93,9.57,87,0.11,70.347824,40.231094,40.495197,19.27371,51.349,39.068455,9.582546,3058,3195,2902,3904,163.79,114.93,54.48,227.02,106.18,252.2,81,113.7,98.1,116.9,101.4,49.156662,16.35054,34.492798,68.13325,31.866745,75.69028,24.309723,35.364372,30.51227,36.359676,31.538675,1,0,Oski
1,11,0,3,3,0,377,False,0,485,501.12372,54.86,2750,920,1903,531,847,389,27,8,80,38,652,205,510,51.11,15.522687,31.92,9.694466,117.62,49.03,65.22,100.9,35.345734,14.733901,19.599123,30.321243,1717,553947,75.41,159.75,102.75,171.66,149.18,17.08,6.86,63,0.11,74.652176,30.407505,47.2759,22.316595,50.799007,44.14654,5.054451,2862,2618,3089,4028,124.64,112.09,101.18,176.94,160.98,182.71,155.22,66,168,124.7,118.9,36.88556,29.942884,33.171555,52.361507,47.638496,54.067413,45.93259,20.044949,51.023506,37.872803,36.11128,3,1,Oski
1,8,0,3,1,1,202,False,0,432,461.17303,52.95,2524,346,1844,212,680,134,26,3,65,15,809,123,329,25.9,7.8872037,55.95,17.038187,96.77,70.83,56.69,105.95,29.302933,21.448038,17.166304,32.08273,1628,524836,62.41,146.17,131.41,195.68,120.59,23.71,9.89,94,0.11,70.78261,38.651134,42.99244,18.35642,57.55633,35.469734,6.97394,2867,3011,2699,3703,159.92,117.76,62.3,220.49,119.49,219.13,120.85,88.4,128.4,106.8,104.5,47.03806,18.324606,34.63733,64.85381,35.146183,64.45379,35.546207,26.92003,39.101036,32.523296,31.822887,3,1,Oski
2,1,1,1,0,0,196,True,50,615,512.38617,60.71,1341,479,1131,387,210,92,16,6,20,9,487,226,257,5.58,3.553461,17.54,11.169841,32.12,19.22,39.5,40.23,24.505991,14.66392,30.13657,30.693525,1753,235954,49.47,51.25,43.84,51.05,86.14,7.37,1.67,11,0.15,76.21739,30.32651,35.452408,34.221085,35.314056,59.587715,5.0982294,1420,1358,0,3031,47.12,41.24,56.2,67.73,76.83,57.82,86.75,49.2,71.4,89.7,33.4,32.595463,38.87659,28.527946,46.852524,53.147484,39.994465,60.00553,31.331593,45.46902,57.122845,21.269823,0,0,Oski
2,4,0,0,3,1,417,True,0,427,453.1804,49.73,2344,688,1533,500,811,188,18,5,71,16,299,5,167,58.91,18.982407,30.71,9.895598,113.04,65.47,45.85,83.4,36.72992,21.27307,14.897972,27.099037,1582,482847,53.98,128.83,130.29,157.51,131.6,23.99,8.81,79,0.11,68.78261,41.6129,41.1466,17.240498,50.306614,42.031307,7.6620893,3219,2985,3479,4090,142.91,95.62,74.57,191.06,122.04,232.37,80.73,109.9,119.9,112.9,109.6,45.643562,23.816671,30.539762,61.022038,38.977962,74.215904,25.784096,35.412773,38.635044,36.379456,35.316105,0,1,Oski
4,11,1,3,2,2,648,False,25,485,502.39886,51.7,5323,1477,3808,878,1515,599,50,13,130,55,1268,461,841,77.43,12.180081,78.35,12.324801,220.28,132.02,110.68,178.76,34.325428,20.572195,17.24686,27.855518,1658,1038857,148.3,264.54,242.97,383.36,229.43,43.03,19.69,184,0.11,72.08696,37.04884,40.337902,22.613256,58.45507,34.98369,6.561252,2893,2745,2961,3795,240.45,255.96,159.41,371.1,284.72,453.41,202.4,177.7,241.2,199.9,186.9,36.664024,24.306974,39.029003,56.585648,43.414352,69.137405,30.862598,27.952997,37.941826,31.445154,29.400198,3,1,Oski
1,5,1,1,0,0,230,False,100,451,447.61374,55.23,2401,558,1712,325,689,233,22,4,68,21,529,85,325,18.1,5.6239123,38.84,12.068109,79.39,68.75,72.4,86.45,25.860779,22.394867,23.583832,28.160528,1629,500009,64.04,138.86,118.66,204.13,98.5,18.93,9.65,87,0.11,70.82609,36.901352,43.183228,19.915411,63.481155,30.63192,5.886926,3170,3057,3269,3760,136.62,118.09,66.85,195.96,125.6,241.39,80.17,100.9,109.2,98.6,115.3,42.48663,20.789278,36.724094,60.940414,39.059586,75.06842,24.931583,31.350983,33.929905,30.636341,35.825256,0,4,Oski
5,14,1,2,5,0,634,False,20,471,467.8893,52.71,3542,832,2484,416,1058,416,29,5,81,30,360,86,518,62.58,13.777768,55.32,12.179389,139.86,75.33,95.84,138.56,31.108343,16.755266,21.3172,30.819191,1609,716060,97.92,183.1,177.64,263.75,175.6,19.32,11.2,106,0.11,69.95652,38.730217,39.92064,21.34915,57.503216,38.284603,4.2121787,2896,2842,2969,3771,189.02,162.57,107.07,276.4,182.27,314.21,144.45,145.3,161.7,152.9,147.5,41.211353,23.34409,35.444557,60.261192,39.73881,68.50609,31.49392,31.989609,35.600273,33.66284,32.473965,1,2,Oski
0,0,0,0,0,0,0,False,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,1852,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,Oski
8,13,3,4,4,0,892,False,37.5,480,491.37875,45.74,3719,962,2543,645,1176,317,30,7,106,29,403,54,633,53.14,11.702011,35.35,7.784457,168.02,97.47,77.88,107.83,37.238476,21.602392,17.260637,23.898493,1647,728550,98.12,187.93,188.59,243.57,199.43,31.64,10.45,111,0.09,71.608696,39.733273,39.59422,20.67251,51.316788,42.017105,6.666105,2538,2499,2533,3706,212.81,159.38,102.46,297.28,177.37,345.96,128.69,135.3,172,192.3,125.8,44.835144,21.586432,33.578426,62.631413,37.368587,72.88739,27.11261,29.794544,37.876286,42.34657,27.70254,1,1,Oski
8,13,3,4,4,0,892,False,37.5,480,491.50864,45.74,3719,962,2543,645,1176,317,30,7,106,29,403,54,641,53.01,11.676469,35.42,7.801934,167.96,97.46,77.79,107.78,37.242508,21.610235,17.248718,23.898533,1642,728598,98.36,187.35,188.38,243.25,199.21,31.64,10.94,113,0.1,71.391304,39.73507,39.51781,20.747114,51.307735,42.01856,6.673697,2525,2480,2529,3704,212.67,159.13,102.3,296.75,177.35,344.84,129.26,132.7,169.3,189.1,124,44.857624,21.577726,33.564648,62.592278,37.40772,72.73571,27.26429,29.22972,37.291573,41.6529,27.313377,1,1,Oski
0,3,0,1,0,0,66,False,0,221,193.94481,39.23,868,455,681,388,187,67,8,4,16,6,118,11,147,142.53,53.07787,7.52,2.800432,77.79,23.16,10.85,134.1,31.634811,9.418463,4.412363,54.53437,1614,187584,46.9,42.37,182.12,88.95,172.28,10.17,1.68,16,0.1,70.17391,67.106384,15.61222,17.281404,32.7745,63.478264,3.7472367,3149,2698,3646,5002,72.73,32.73,165.93,86.84,184.56,79.31,192.09,91,182.7,182.6,90.8,26.799072,61.14079,12.060134,31.997053,68.00295,29.222551,70.77745,33.888206,68.037094,67.999855,33.81373,0,1,Oski
0,3,0,1,0,0,66,False,0,221,193.95924,39.23,868,455,681,388,187,67,8,4,16,6,118,11,147,142.5,53.07065,7.51,2.7969162,77.8,23.11,10.88,134.08,31.64274,9.399276,4.4251027,54.532883,1609,187595,46.85,42.4,182.11,88.9,172.36,10.11,1.58,15,0.11,69.95652,67.11011,15.624999,17.264887,32.7597,63.51476,3.7255406,3132,2659,3650,4990,72.82,32.6,165.94,86.73,184.64,79.25,192.11,90.2,181.7,181.4,90.3,26.8352,61.151234,12.013559,31.960054,68.03995,29.204748,70.79526,33.59279,67.66973,67.55801,33.63003,0,1,Oski
4,1,1,1,0,0,306,False,25,499,526.49426,49.93,2898,735,2127,468,771,267,28,6,65,23,690,136,355,44.75,13.54993,41.35,12.520438,120.88,68.59,70.14,76.59,35.954792,20.401546,20.862583,22.781082,1696,551753,75.42,153.6,115.84,164.02,146.2,34.65,8.33,77,0.11,73.73913,33.590443,44.539818,21.869745,47.55995,42.392788,10.047265,2625,2493,2815,3514,138.55,121.34,84.98,197.38,147.49,273.68,71.18,110.5,82.3,128.4,81.9,40.17456,24.641169,35.184273,57.233162,42.76684,79.35974,20.64026,33.458485,24.91976,38.878456,24.798643,1,0,Oski
3,5,1,1,0,2,372,False,33.333332,432,468.22232,52.62,2759,916,2079,589,680,327,23,7,60,29,245,119,312,51.89,14.676849,48.45,13.703861,112.69,64.38,60.97,124.65,31.070612,17.750694,16.8105,34.368195,1559,535799,60.14,144.84,168.83,207.35,154.04,12.42,12.15,111,0.11,67.78261,45.164658,38.746956,16.088387,55.469353,41.208096,3.3225434,2582,2697,2441,3682,150.31,127.08,96.42,209.72,164.1,260.21,113.6,89.1,151.5,135.2,114.8,40.210266,25.793852,33.99588,56.101868,43.898132,69.61023,30.38977,25.201529,42.85108,38.240704,32.470657,1,1,Oski
5,5,3,2,0,0,519,True,60,467,478.52548,49.53,2765,580,2089,375,676,205,23,4,60,18,227,35,243,45.15,13.023162,36.38,10.493525,106.5,73.2,72.58,97.42,30.454674,20.932226,20.754932,27.858164,1625,552480,67.54,156.47,142.06,189.69,150.98,25.39,9.06,81,0.11,70.652176,38.806786,42.74319,18.450024,51.819374,41.244606,6.9360213,2793,2796,2776,3582,162.24,118.45,85.38,223.05,143.02,270.04,96.02,95.6,128.3,133.5,113.1,44.319393,23.323408,32.3572,60.93097,39.06903,73.769325,26.230673,27.575068,37.007126,38.507023,32.622803,1,0,Oski
0,9,0,2,1,0,126,False,0,449,468.99454,54.68,2487,793,1840,641,647,152,23,8,60,15,494,170,340,28.14,8.844328,36.08,11.33985,88.86,80.03,65.53,88.53,27.515095,24.780926,20.291065,27.41291,1572,491255,64.66,121.48,137.65,171.88,133.26,18.64,9.96,95,0.1,68.347824,42.51212,37.518143,19.969734,53.085423,41.15757,5.756995,2725,2385,3001,3676,139.18,120.53,64.08,208.91,114.87,214.14,109.65,107.3,106.6,102.7,101.8,42.98465,19.790606,37.224747,64.52221,35.477795,66.13546,33.86454,33.72411,33.5041,32.27834,31.995472,0,1,Oski
2,8,0,2,2,0,316,False,0,501,516.3492,54.83,2724,548,2122,312,602,236,25,4,57,22,396,101,480,29.22,9.231353,44.31,13.998673,99.39,57.38,67.97,97.19,30.873173,17.823751,21.113285,30.189793,1714,537365,84.86,136.56,103.8,166.19,133.95,25.08,8.21,77,0.11,74.521736,31.916857,41.990036,26.093105,51.100792,41.187504,7.711703,2591,2444,2755,3453,144.98,120.58,59.66,200.96,124.26,231.51,93.72,86.5,121.8,113.7,90.6,44.579056,18.344505,37.07644,61.79202,38.20798,71.18347,28.816532,27.327583,38.479767,35.920765,28.622879,2,0,Oski
2,14,0,8,0,0,146,False,0,476,540.31244,49.15,3372,605,2615,369,757,236,30,4,68,22,408,48,478,39.88,10.650287,43.33,11.571638,131.8,98.1,74.57,92.41,33.20903,24.717798,18.789055,23.284117,1727,633385,108.76,147.68,146.62,205.57,174.59,22.9,10.08,98,0.1,75.08696,36.376717,36.639706,26.983576,51.00233,43.31613,5.681536,2696,2687,2711,3808,200.65,135.42,66.99,274.95,128.11,255.4,147.66,89.1,140.2,141.2,106.1,49.78167,16.620354,33.597977,68.21565,31.78435,63.365257,36.634743,23.794899,37.441578,37.708637,28.33489,0,0,Oski
2,10,0,1,0,1,258,False,0,474,476.1036,49.42,2610,719,1892,481,718,238,23,5,59,20,419,6,466,53.18,16.168064,38.22,11.619846,114.95,64.21,72.61,87.8,33.851635,18.909208,21.382925,25.85623,1621,528485,67.67,140.95,131.72,172.5,135.24,32.61,9.28,84,0.11,70.478264,38.702477,41.41447,19.88306,50.683125,39.735573,9.581314,2766,2651,2897,3670,170.99,100.71,68.65,226.27,114.07,239.68,100.67,89,119,116.2,100.4,50.23946,20.170412,29.590128,66.48352,33.516483,70.42163,29.578377,27.05825,36.17901,35.32774,30.524137,0,0,Oski
5,5,1,2,0,1,284,False,20,474,468.87512,46.16,2694,528,1843,278,851,250,20,3,68,14,156,25,264,41.69,12.093172,30.05,8.716714,117.87,87.68,74.86,67.69,33.86096,25.188164,21.505314,19.44556,1649,549187,81.37,138.91,138.75,180.31,150.39,28.33,9.55,95,0.1,71.695656,38.645794,38.69036,22.663845,50.22143,41.887863,7.8907056,2670,2607,2742,3595,151.83,132.66,74.54,215.54,143.49,270.21,88.82,87.7,151.5,145.6,100.3,42.288944,20.761496,36.94956,60.03398,39.966022,75.26112,24.73888,25.439463,43.946163,42.23473,29.09439,1,2,Oski
2,11,0,3,2,0,237,False,0,514,541.0643,52.54,2913,480,2118,240,795,240,25,4,71,20,343,159,386,38.59,11.946259,32.37,10.020741,110.38,72.45,64.38,84.52,33.27405,21.84005,19.407349,25.478554,1703,545438,80.13,144.13,110.3,170.91,140.67,22.98,9.15,83,0.11,74.04348,32.968674,43.080463,23.95086,51.085003,42.046265,6.8687224,2716,2739,2687,3523,152.36,106.28,75.92,202.24,132.32,247.21,87.35,108.6,99.5,113.9,97.7,45.540413,22.692492,31.767097,60.449547,39.550457,73.89108,26.10892,33.619167,30.802094,35.259884,30.24487,1,0,Oski
4,7,1,2,3,2,586,False,25,510,525.60455,52.99,3760,612,2895,340,865,272,37,5,74,25,680,80,459,43.27,10.081078,54.84,12.776665,151.97,80.17,84.71,123.62,34.50178,18.201012,19.23173,28.065475,1663,703866,99.67,176.23,170.65,233.43,178.19,34.94,11.97,112,0.11,72.304344,38.215206,39.464787,22.32001,52.27293,39.902813,7.824256,2902,2717,3118,3792,168.38,171.39,106.78,252.15,194.41,325.61,120.95,130.7,161.1,152.6,148,37.706863,23.912216,38.38092,56.464977,43.535023,72.91517,27.084826,30.450584,37.533203,35.552864,34.48115,1,0,Oski
4,9,0,1,4,0,461,False,0,500,528.12964,55.28,4301,999,2974,668,1327,331,40,9,107,32,987,167,750,44.04,9.012955,62.83,12.8584,152.67,83.74,102.69,155.43,30.871737,16.93325,20.765171,31.42984,1609,774424,105.25,192.96,199.07,280.97,175.2,41.12,14.66,130,0.11,69.95652,40.03177,38.803085,21.165136,56.500233,35.230953,8.268817,2896,2728,3018,3873,236.5,177.24,83.54,334.44,162.85,368.52,128.77,180.3,158.6,172.2,163.4,47.558716,16.799387,35.64189,67.25251,32.747494,74.10566,25.894348,36.899086,32.4581,35.24139,33.440434,1,1,Oski
4,9,0,1,4,0,461,False,0,501,528.87726,55.07,4307,999,2980,668,1327,331,40,9,107,32,981,167,747,43.9,8.984487,62.87,12.86685,153.14,83.67,102.61,154.99,30.974295,16.923203,20.754032,31.34848,1609,774590,104.67,193.85,198.6,280.32,175.75,41.04,14.99,133,0.11,69.95652,39.95011,38.99461,21.055279,56.38993,35.354347,8.255718,2885,2721,2998,3868,236.59,177.12,83.41,334.4,162.72,367.92,129.2,177.1,154.8,168.1,160.2,47.592133,16.778645,35.629223,67.26746,32.73254,74.0103,25.9897,36.244934,31.68106,34.40301,32.786213,1,1,Oski
3,5,0,1,1,1,381,False,0,495,515.40936,48.58,2857,757,2063,580,794,177,24,6,66,15,354,19,372,40.36,12.135061,42.87,12.889744,128.35,64.25,74.13,74.58,37.605114,18.82453,21.719257,21.851103,1639,533812,74.54,138.55,131.06,183.01,128.28,32.85,8.38,85,0.1,71.26087,38.082233,40.25861,21.65916,53.17894,37.275528,9.545533,3150,3123,3227,4048,156.84,108.2,79.11,213.51,130.64,246.91,97.24,119.6,121.1,112.5,135.3,45.57315,22.98707,31.43978,62.03981,37.960194,71.74488,28.255121,35.96019,36.411198,33.82543,40.680717,2,1,Oski
3,5,0,1,1,1,381,False,0,495,515.5644,48.58,2857,757,2063,580,794,177,24,6,66,15,354,19,418,40.44,12.162771,42.75,12.85753,127.97,64.61,74.16,74.46,37.505863,18.93611,21.735056,21.822979,1640,533819,74.86,138.27,130.94,182.8,128.38,32.9,8.42,83,0.1,71.304344,38.05621,40.18659,21.7572,53.127182,37.311092,9.561731,3145,3120,3218,4054,156.92,108.04,79.11,213.67,130.41,247.17,96.91,117.9,119.9,111,133.9,45.607,22.992414,31.400587,62.098927,37.901066,71.83504,28.16496,35.459713,36.061237,33.384464,40.271885,2,1,Oski
4,7,1,1,3,2,501,True,25,484,491.33173,47.05,2716,631,1921,400,795,231,21,4,72,22,210,7,368,42.28,12.74761,32.34,9.750655,138.79,68.06,54.53,79.26,40.74389,19.980036,16.008102,23.267965,1651,535914,65.79,154.97,122.59,177.29,134.62,31.43,8.35,81,0.1,71.78261,35.70409,45.1347,19.161205,51.636868,39.20895,9.154192,3026,3108,2943,3760,154.74,122.7,65.9,211.61,131.73,267.05,76.29,121,97.6,104.9,118.4,45.069027,19.1938,35.737167,61.632786,38.367218,77.78004,22.219957,36.482044,29.426838,31.627821,35.69813,3,1,Oski
4,7,1,1,3,2,501,True,25,485,491.59854,47.05,2716,631,1921,400,795,231,21,4,72,22,210,7,368,42.16,12.718332,32.25,9.728801,138.54,68.21,54.63,79.05,40.695587,20.036425,16.047352,23.220634,1651,535755,65.67,154.93,122.39,176.85,134.66,31.47,8.84,82,0.11,71.78261,35.683258,45.17041,19.146332,51.56277,39.261765,9.175462,3024,3105,2940,3763,154.41,122.74,65.83,211.41,131.57,266.49,76.5,118,96.4,102.1,116.5,45.020115,19.193539,35.786343,61.63916,38.36084,77.696144,22.303858,35.59685,29.080818,30.800327,35.14435,3,1,Oski
6,6,3,0,1,0,548,True,50,500,517.68567,46.57,2893,336,1716,100,1177,236,20,1,82,21,292,7,441,36.71,10.948405,27.04,8.06442,110.98,96.9,44.09,91.4,32.32082,28.220287,12.840377,26.618517,1656,541964,92.8,124.08,132.96,183.59,147.44,18.81,7.19,70,0.1,72,38.005947,35.46764,26.52641,52.478275,42.14498,5.376744,2995,2873,3144,3563,174.23,116.27,59.35,242.32,107.53,283.72,66.13,141.7,91.1,102.9,121.6,49.801346,16.964415,33.234245,69.26397,30.736029,81.09761,18.902386,42.260662,27.1697,30.688936,36.266033,1,1,Oski
6,6,3,0,1,0,548,True,50,498,515.5383,46.62,2881,336,1716,100,1165,236,20,1,81,21,292,7,438,36.62,10.921563,27.18,8.1061735,110.84,96.81,44.32,91.35,32.284748,28.198181,12.909239,26.607828,1661,541942,93.09,123.94,132.48,183.66,147.08,18.78,7.01,68,0.1,72.21739,37.904495,35.461075,26.634432,52.546352,42.08057,5.3730836,3008,2875,3170,3569,174.13,116.34,59.05,242.05,107.47,283.33,66.19,141.2,89.7,101.4,120.9,49.81975,16.894598,33.28565,69.25211,30.74788,81.0626,18.9374,42.11154,26.752163,30.241575,36.057262,1,1,Oski
1,7,0,1,2,0,241,False,0,529,551.6331,51.54,2995,692,2105,346,890,346,27,4,76,26,541,62,646,28.83,8.850074,44.71,13.724828,116.94,63.89,69.08,86.71,34.739468,18.979858,20.521656,25.759016,1676,540715,89.88,127.32,120.29,193.29,127.17,17.03,9.48,99,0.1,72.86957,35.64254,37.725563,26.6319,57.272808,37.681118,5.046076,2773,2723,2833,3525,166.97,95.24,75.28,222.44,115.04,240.27,97.21,97.5,135.2,109.7,115.9,49.47406,22.305847,28.220097,65.91205,34.087944,71.19533,28.804668,29.93001,41.502945,33.6751,35.57834,2,0,Oski
1,7,0,1,2,0,241,False,0,529,551.6352,51.58,2994,692,2105,346,889,346,27,4,76,26,541,62,633,28.73,8.822355,44.84,13.769384,116.98,64.07,69.08,86.51,34.749287,19.0322,20.520437,25.698074,1677,540765,90,127.03,120.21,193.84,126.34,17.06,9.81,101,0.1,72.91304,35.645237,37.667538,26.687227,57.478355,37.462936,5.058712,2757,2702,2823,3530,166.8,94.96,75.48,222.04,115.2,240.35,96.9,94.9,132.6,108.1,114.6,49.460327,22.38169,28.15799,65.840355,34.15965,71.26761,28.732395,29.141718,40.718567,33.19515,35.19116,2,0,Oski
3,6,0,1,0,2,282,False,0,455,472.7653,43.61,2789,514,1738,119,1051,395,20,2,74,28,266,85,295,52.08,14.713528,34.72,9.809018,138.71,91.43,56.66,74.24,38.419567,25.324062,15.693552,20.562819,1584,533056,62.69,153.37,148.63,202.32,137.46,24.91,8.23,80,0.1,68.86957,40.75516,42.054897,17.189941,55.47725,37.692287,6.830458,2500,2270,2744,3412,152.26,140.44,71.99,222.27,142.42,274.49,90.2,91.9,140.2,134.9,98.6,41.750526,19.740053,38.50942,60.947655,39.052345,75.26666,24.733335,25.963387,39.608997,38.11165,27.856256,0,1,Oski
3,6,0,1,0,2,282,False,0,453,470.25928,43.93,2775,514,1725,119,1050,395,20,2,74,28,280,85,280,51.92,14.664182,34.73,9.809072,136.39,91.64,56.59,76.32,37.787445,25.389261,15.678506,21.144789,1585,533192,62.74,153.17,148.72,202.55,137.15,24.92,7.99,80,0.1,68.91304,40.78655,42.006966,17.206484,55.55098,37.6145,6.834512,2494,2275,2726,3415,152.25,140.24,72.14,221.97,142.66,274.79,89.83,87.8,138.8,134.4,98.7,41.754654,19.78444,38.460907,60.87541,39.12459,75.363396,24.636608,24.798058,39.202396,37.959667,27.87663,0,1,Oski
2,4,0,0,2,1,402,True,0,445,451.62518,51.94,2369,386,1760,281,609,105,21,3,55,10,354,18,347,45.53,14.466368,29.74,9.449369,130.77,44.91,48.2,93.38,41.21856,14.155581,15.192586,29.433271,1585,491913,67.15,120.15,130.29,155.46,133.29,28.84,9.64,82,0.12,68.91304,41.02459,37.831795,21.143614,48.94991,41.969204,9.080891,2816,2427,3217,3736,154.41,93.12,70.06,210.41,107.18,242.78,74.82,110,130.1,115.3,117,48.61929,22.059889,29.320824,66.25209,33.747913,76.44206,23.557934,34.950592,41.33702,36.634575,37.17472,1,1,Oski
2,4,0,0,2,1,402,True,0,448,454.1757,51.62,2382,386,1760,281,622,105,21,3,56,10,354,18,359,45.45,14.443244,29.65,9.422271,130.72,44.88,48.26,93.29,41.21709,14.151032,15.216775,29.415104,1585,491902,67.13,120.06,130.36,155.55,133.2,28.8,9.7,83,0.12,68.91304,41.051804,37.80822,21.139977,48.984413,41.94615,9.069438,2815,2432,3221,3735,154.37,93.23,69.95,210.66,106.89,242.34,75.21,106.7,129.3,113.6,115.6,48.61282,22.028027,29.359158,66.339165,33.660843,76.315544,23.68446,33.907463,41.089363,36.100166,36.735733,1,1,Oski
5,5,0,1,3,1,545,True,0,511,516.53503,52.18,3707,947,2725,587,982,360,32,7,88,33,525,115,584,67.81,15.747793,58.03,13.476544,155.12,74.92,71.93,133.4,35.629463,17.208351,16.52158,30.640602,1665,710528,98.61,186.86,156.78,235.49,151.44,55.33,10.7,97,0.11,72.391304,35.45054,42.25212,22.297342,53.246956,34.242302,12.51074,2891,2737,3083,3887,137.93,167.2,137.13,220.06,222.2,337.35,104.91,128.4,141.9,151.2,140.4,31.187534,31.006647,37.805817,49.75806,50.24194,76.278656,23.72134,29.818855,32.954014,35.113792,32.605663,0,0,Oski
4,4,2,0,0,0,364,True,50,483,464.0739,47.1,2478,828,1694,590,784,238,20,6,70,21,333,9,368,37.72,11.773519,33.53,10.465697,115.77,54.55,45.66,104.03,36.176994,17.04634,14.268304,32.508358,1667,523895,76.12,133.45,116.65,161.14,132.11,32.96,7.54,77,0.1,72.478264,35.758076,40.907974,23.333948,49.39763,40.49845,10.103921,2826,2568,3093,3901,138.89,120.09,67.24,207.71,118.51,237.34,88.88,96.1,117.4,121.7,92.2,42.57556,20.611856,36.81258,63.671757,36.328243,72.754585,27.245417,29.99563,36.643986,37.98614,28.778326,1,1,Oski
3,6,0,2,1,0,283,False,0,503,546.3699,55.69,3690,898,2674,601,1016,297,33,7,88,27,626,104,546,51.03,12.59316,55.4,13.671586,135.68,76.09,68.05,134.26,32.766613,18.375675,16.434023,32.423683,1695,675610,88.7,196.83,131.27,234.57,160.42,21.8,11.46,111,0.1,73.695656,31.494722,47.22409,21.28119,56.280144,38.48941,5.230452,2838,2768,2879,3807,162.11,148.88,105.81,237.86,178.94,288.87,127.93,122.1,154.3,134.1,131.9,38.893955,25.386276,35.719772,57.06814,42.93186,69.306625,30.693378,30.13178,38.07808,33.093136,32.550217,1,1,Oski
