shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
4,5,2,2,2,0,553,True,50,529,552.2488,44.67,3170,819,2105,486,1065,333,23,6,86,29,210,114,478,49.39,14.3404665,24.96,7.247176,150.54,75.94,63.54,72.61,41.513386,20.941456,17.521992,20.023165,1721,585320,101.97,137.34,125.54,183.42,159.1,22.33,9.22,78,0.12,74.82609,34.40866,37.642868,27.948471,50.272713,43.606964,6.120323,2697,2569,2844,3687,153.33,124.26,87.26,226.41,138.44,238.98,125.87,100.2,122.7,126.9,94.2,42.02549,23.916677,34.05783,62.055637,37.94436,65.50089,34.499107,29.093231,35.626144,36.84562,27.351122,1,0,Oski
3,10,1,6,0,0,268,False,33.333332,496,535.28973,44.33,3107,647,2266,399,841,248,24,4,72,21,141,0,276,61.82,17.751104,40.75,11.701028,162.7,72.38,45.16,78.73,45.324123,20.163244,12.580439,21.932196,1654,559830,64.86,170.1,133.23,185.4,154.18,28.61,8.79,75,0.12,71.91304,36.185123,46.198975,17.615904,50.354435,41.875114,7.7704444,2827,2669,2994,3522,146.76,128.8,92.63,208.93,159.27,253.61,114.58,89.3,102.7,98.9,112.3,39.85985,25.158207,34.981937,56.743614,43.256382,68.880196,31.119802,25.641762,29.489462,28.398323,32.24602,1,1,Oski
3,10,1,6,0,0,268,False,33.333332,496,535.4281,44.33,3107,647,2266,399,841,248,24,4,72,21,141,0,288,61.7,17.721228,40.73,11.698308,162.62,72.44,45.12,78.69,45.31446,20.185583,12.572798,21.92716,1658,559756,64.36,170.59,133.11,185.22,154.17,28.67,8.6,75,0.11,72.08696,36.1653,46.348423,17.48628,50.323315,41.887188,7.78949,2839,2670,3013,3524,146.44,128.91,92.71,208.7,159.35,253.55,114.5,89.6,102.4,98.8,112.3,39.78699,25.188828,35.02418,56.704254,43.295753,68.8901,31.109905,25.734554,29.41092,28.376942,32.254356,1,1,Oski
3,10,1,6,0,0,268,False,33.333332,496,535.27435,44.33,3107,647,2266,399,841,248,24,4,72,21,141,0,288,61.81,17.747725,40.87,11.735148,162.54,72.45,45.28,78.71,45.27829,20.182182,12.613517,21.926014,1658,559605,64.5,170.29,133.41,185.38,154.28,28.54,8.5,73,0.12,72.08696,36.233025,46.24932,17.517653,50.347637,41.90114,7.751222,2838,2695,2989,3517,146.79,128.69,92.72,208.98,159.21,253.43,114.77,92.4,104.2,101.7,114.6,39.866917,25.181965,34.95111,56.75874,43.241264,68.829445,31.17056,26.531141,29.919317,29.201483,32.905506,1,1,Oski
1,0,0,0,0,0,106,False,0,505,463.22934,38.03,1433,758,1225,660,208,98,14,8,18,9,174,140,136,58.09,31.296804,13.08,7.0470343,70.21,28.09,19.48,58.77,39.76777,15.910506,11.033701,33.28802,1644,267139,45.83,64.88,82.69,80.35,87.48,25.56,2.65,23,0.12,71.478264,42.755943,33.54705,23.697,41.54817,45.235016,13.216816,2037,1810,4562,3355,59.19,52.78,81.42,85.11,108.29,122.39,71.01,62.7,111.5,99.3,78.2,30.606546,42.10145,27.292,44.00724,55.992764,63.28335,36.716652,33.780506,60.072193,53.49927,42.131348,1,0,Oski
1,0,0,0,0,0,106,False,0,737,461.30188,37.54,300,10,100,0,200,10,1,0,4,1,0,0,48,3.46,8.867248,4.86,12.455151,16.14,9.36,3.96,5.78,45.80023,26.560726,11.237231,16.401817,1703,65506,10.17,18.31,13.33,15.57,21.48,4.76,1.13,8,0.14,74.04348,31.882326,43.793354,24.324326,37.2399,51.37527,11.384837,2297,1251,4705,3530,20.74,12.31,8.75,26.45,15.36,25.93,15.88,13.6,23.2,23.7,12.4,49.617226,20.933014,29.44976,63.262375,36.73762,62.018654,37.981342,34.85392,59.456688,60.738083,31.778574,1,0,Oski
1,0,0,0,0,0,106,False,0,737,459.17584,37.54,299,110,177,100,122,10,2,1,3,1,22,0,48,3.44,8.804709,4.92,12.592782,16.1,9.37,3.94,5.85,45.6608,26.57402,11.174134,16.591038,1717,65451,10.04,18.43,13.42,15.31,21.77,4.81,1.08,7,0.15,74.652176,32.036285,43.99618,23.967535,36.5481,51.96944,11.482453,2261,1288,4581,3558,20.74,12.36,8.8,26.48,15.41,25.88,16.01,13.4,23.4,23.8,12.6,49.498806,21.002386,29.498806,63.213177,36.786823,61.780857,38.219147,34.297417,59.8925,60.916306,32.24981,1,0,Oski
3,11,1,4,1,0,346,False,33.333332,487,526.5457,44.73,3053,354,2375,200,678,154,27,2,59,14,346,10,361,68.08,19.569403,29.51,8.482566,150.96,64.12,58.28,86.9,41.903072,17.798258,16.177204,24.121468,1641,562613,71.28,156.54,140.25,196.12,139.45,32.5,10.54,92,0.11,71.347824,38.104168,42.529953,19.365883,53.28334,37.886814,8.829842,2868,2824,2904,3647,176.03,124.23,67.81,237.78,130.28,236.6,131.46,101.7,131.5,108,120.1,47.82514,18.423126,33.75173,64.6036,35.396404,64.283,35.717007,29.233377,37.7993,31.044294,34.522404,1,0,Oski
2,6,0,1,2,2,370,True,0,537,541.3691,49.14,3373,1042,2478,761,895,281,28,8,73,26,350,38,632,58.49,15.64615,26.29,7.0326085,154.16,61.72,74.75,85.26,41.011997,16.419697,19.886137,22.682167,1685,625161,95.58,160.72,129.16,195.34,148.69,41.43,9.12,84,0.11,73.26087,33.508015,41.695633,24.796347,50.677113,38.57469,10.748198,2845,2474,3117,3803,149.92,146.87,88.68,227.22,158.24,272.9,112.56,118.3,143.5,126.8,117.4,38.89278,23.005682,38.10154,58.947746,41.05225,70.79853,29.201475,31.645401,38.386433,33.919163,31.40465,0,0,Oski
4,7,2,0,2,0,524,True,50,466,479.93292,44.1,2577,598,1609,371,968,227,17,4,77,20,110,28,565,48.96,15.196945,23.2,7.2011666,153.13,64.01,49.9,58.29,47.069126,19.675406,15.338271,17.91719,1628,514721,65.18,144.61,121.01,187.88,126.91,16.01,7.27,78,0.09,70.78261,36.581017,43.715237,19.703749,56.795643,38.364567,4.839782,2772,2609,2948,3641,146.84,100.58,83.39,203.61,127.19,242.45,88.35,100.5,111.1,99.7,109.9,44.388016,25.207823,30.40416,61.55079,38.449215,73.29202,26.707981,31.19471,34.484898,30.946394,34.112423,1,1,Oski
6,11,1,3,0,0,376,False,16.666666,477,452.39398,44.28,2485,676,1509,384,976,292,17,5,80,27,200,124,484,43.15,13.092422,18.76,5.6920934,143.9,65.16,46.48,65.6,44.809116,20.290218,14.473439,20.427229,1607,514747,69.91,131.16,137.63,170.84,149.42,18.45,6.57,64,0.1,69.86957,40.634777,38.724533,20.640686,50.438423,44.11443,5.447138,2542,2384,2703,3447,137.75,106.59,94.36,186.34,152.36,228.7,110,112.3,112.1,114,96.5,40.670208,27.85946,31.470327,55.016235,44.98376,67.52288,32.477116,34.07367,34.01299,34.589478,29.27969,2,1,Oski
1,4,0,1,0,1,176,False,0,522,514.7951,47.2,2772,615,2086,332,686,283,25,5,64,26,408,138,543,56.86,17.599358,28.42,8.796583,141.29,53.54,45.23,82.06,43.862534,16.621136,14.041351,25.47498,1688,531025,81.11,136.73,111.01,164.49,136.85,27.51,7.25,74,0.1,73.391304,33.757034,41.57823,24.664743,50.01976,41.614716,8.365516,2496,2204,2773,3535,153.48,89.65,85.71,199.03,129.82,236.82,92.02,101.3,110,115.2,87.7,46.673153,26.064348,27.262499,60.523033,39.476967,72.016785,27.983213,31.354465,34.047295,35.656803,27.144981,1,2,Oski
4,8,0,1,3,0,452,False,0,526,523.2795,47.69,4121,753,3000,325,1121,428,36,4,95,34,624,89,813,64.88,13.730635,37.09,7.8494034,150.16,119.08,93.58,109.18,31.813559,25.228813,19.826271,23.131355,1668,775699,122.76,185.08,172.7,250.86,187.91,41.76,13.46,121,0.11,72.521736,35.938736,38.515003,25.54626,52.204853,39.104736,8.690404,2664,2477,2844,3661,205.33,166.85,108.35,294.9,185.64,351.89,128.65,150.4,148.8,171.7,125.2,42.729904,22.54802,34.722076,61.36846,38.631542,73.228035,26.771963,31.82934,31.490732,36.337086,26.496233,0,1,Oski
3,3,0,0,0,1,258,False,0,554,532.67334,48.5,2762,914,1779,478,983,436,20,5,75,26,260,23,745,22.36,7.187169,35.85,11.523255,120.24,62.92,59.94,64.22,39.12534,20.473772,19.504099,20.896784,1699,520415,81.87,127.39,104.67,180.42,104.09,29.42,6.61,62,0.11,73.86957,33.341827,40.57911,26.079065,57.471405,33.15707,9.371515,2670,2399,2989,3500,116.93,112.42,84.58,177.41,136.52,240.3,73.63,102.5,97.8,102.9,85.9,37.247158,26.942312,35.81053,56.5126,43.487404,76.54573,23.454271,32.94655,31.435827,33.07512,27.610815,1,1,Oski
5,8,0,3,2,2,402,False,0,513,553.6707,44.87,3204,980,2322,597,882,383,28,7,72,28,347,103,483,51.81,14.921805,28.4,8.179488,141.48,87.05,47.13,84.12,39.32403,24.195341,13.099672,23.380955,1640,552199,88.83,134.85,142.38,189.13,151.52,25.42,9.01,82,0.11,71.304344,38.895264,36.838226,24.266514,51.664978,41.390987,6.9440265,2875,2801,2948,3868,140.06,126.72,99.28,193.77,172.29,272.16,93.9,97.5,114,115.4,107,38.261486,27.121237,34.617275,52.933945,47.066055,74.348465,25.651533,28.08099,32.833157,33.23637,30.817085,4,1,Oski
4,5,1,0,2,1,516,True,25,576,573.63855,53.86,3053,707,2290,400,763,307,26,4,77,33,352,15,527,34.21,10.713056,32.45,10.161901,101.64,67.23,48.3,99.29,32.117805,21.244392,15.262593,31.375214,1666,522419,75.89,134.91,114.13,167.61,125.8,31.53,6.51,62,0.11,72.434784,35.12449,41.519714,23.3558,51.58183,38.71484,9.70333,2652,2416,2848,3659,117.75,106.81,100.37,172.73,152.2,244.8,80.13,107,107.6,114.1,91.5,36.238575,30.88973,32.871696,53.15914,46.84086,75.3393,24.660696,33.50766,33.695553,35.731064,28.653746,1,1,Oski
4,5,1,0,2,1,516,True,25,576,573.6206,53.86,3053,707,2290,400,763,307,26,4,77,33,352,15,527,34.12,10.684537,32.38,10.139663,101.84,67.38,48.09,99.18,32.17795,21.289772,15.194794,31.337484,1666,522596,76.09,134.86,114.1,167.83,125.58,31.63,6.53,61,0.11,72.434784,35.102295,41.489002,23.408707,51.633644,38.635242,9.73111,2635,2408,2824,3656,117.81,107.01,100.23,172.65,152.4,245.04,80.01,109,108.6,115.2,93.3,36.243652,30.835255,32.921085,53.114906,46.885094,75.38533,24.614676,34.1329,34.00764,36.074406,29.216509,1,1,Oski
2,10,1,1,4,1,611,True,50,501,523.03174,48.63,2850,731,2181,528,669,203,25,6,59,19,294,79,459,47.54,14.5408945,24.24,7.4142046,135.88,56.08,55.22,87.5,40.599976,16.756306,16.499344,26.144377,1721,554898,87.76,142.09,111.54,175.35,144.04,22,8.84,80,0.11,74.82609,32.67231,41.621017,25.706669,51.36354,42.19221,6.4442425,2682,2549,2860,3699,146.58,105.96,88.84,198.6,142.79,246.64,94.74,93.8,113.1,117.5,84.5,42.93749,26.023785,31.038725,58.173935,41.82606,72.24793,27.752066,28.690279,34.593502,35.939316,25.84572,0,0,Oski
2,10,1,1,4,1,611,True,50,501,523.16724,48.8,2851,731,2182,528,669,203,25,6,59,19,325,79,465,47.67,14.579319,24.34,7.444108,135.8,55.96,55.2,87.73,40.57486,16.71995,16.492874,26.212317,1717,554836,87.72,142.08,111.84,175.05,144.45,22.14,8.84,79,0.11,74.652176,32.736214,41.587635,25.67615,51.238144,42.281345,6.4805055,2680,2562,2847,3707,146.62,106.09,88.93,198.85,142.79,246.68,94.96,97,114.6,120.4,87,42.916523,26.030325,31.053156,58.20454,41.795452,72.204666,27.795341,29.66633,35.049088,36.82295,26.607946,0,0,Oski
4,10,0,3,2,2,401,False,0,486,507.44223,48.28,2841,465,2110,249,731,216,24,3,66,19,311,52,549,65.65,19.543343,30.2,8.990235,146.78,54.22,55.28,82.67,43.30432,15.996459,16.309189,24.390028,1707,555470,85.51,141.25,120.48,185.28,145.15,16.81,9.41,89,0.11,74.21739,34.69646,40.677914,24.625618,53.35791,41.80106,4.8410325,2861,2680,3079,3859,136.54,122.19,88.52,203.56,143.69,247.16,100.09,93.8,114.1,121.7,96.9,39.32037,25.49172,35.187904,58.62059,41.37941,71.176384,28.823614,27.923313,33.96642,36.228863,28.846153,2,2,Oski
4,10,0,3,2,2,401,False,0,486,506.7984,48.05,2839,465,2109,249,730,216,24,3,66,19,292,52,548,65.54,19.499569,30.3,9.014906,147,54.12,55.27,82.69,43.352604,15.960835,16.29999,24.386576,1707,555213,84.9,141.52,121.07,185.17,145.48,16.84,9.47,87,0.11,74.21739,34.84129,40.726353,24.432358,53.287865,41.865955,4.846183,2860,2673,3083,3855,136.76,122.12,88.61,203.76,143.73,247.38,100.11,96.5,116.5,123.3,98.2,39.356525,25.500015,35.14346,58.63766,41.362343,71.19054,28.809464,28.71084,34.661274,36.68442,29.216627,2,2,Oski
4,6,0,1,0,1,248,False,0,489,485.31,43.56,2698,823,1775,397,923,426,20,4,75,31,225,2,458,64.17,19.237919,20.07,6.0169086,149.19,67.55,36.45,78.77,44.94216,20.348839,10.980239,23.728762,1606,524761,67.26,130.2,144.55,183.27,136.77,21.97,9.42,89,0.11,69.82609,42.264843,38.06906,19.666092,53.58615,39.99006,6.4237885,3136,3043,3230,3841,132.9,105.37,103.73,177.56,164.45,247.8,94.21,103.8,115,100.8,122.5,38.859646,30.33041,30.809942,51.91661,48.08339,72.45402,27.545977,31.11884,34.476555,30.219452,36.72503,4,1,Oski
4,6,0,1,0,1,248,False,0,489,485.35364,43.56,2698,823,1775,397,923,426,20,4,75,31,225,2,438,64.16,19.236652,19.97,5.987467,149.33,67.58,36.44,78.61,44.984333,20.357874,10.977224,23.680563,1607,524628,67.35,130.17,144.54,182.79,137.29,21.97,9.33,88,0.11,69.86957,42.25574,38.054726,19.689528,53.439556,40.137405,6.423038,3153,3050,3257,3841,133.05,105.2,103.81,177.84,164.22,247.74,94.31,105.9,117.2,102.6,124.8,38.896687,30.348476,30.754839,51.99088,48.00912,72.42801,27.571993,31.751266,35.139267,30.76185,37.417923,4,1,Oski
6,5,1,0,2,0,412,True,16.666666,507,505.6538,42.39,2616,502,1786,227,830,275,21,3,73,23,332,73,521,56.58,18.227505,33.65,10.840502,146.72,61.43,41.43,62.43,47.024136,19.688473,13.278421,20.008976,1639,500189,89.71,97.06,126.53,149.42,132.26,31.62,6.91,63,0.11,71.26087,40.38621,30.979893,28.633898,47.69231,42.215126,10.092564,3024,2708,3444,3878,148.04,103.94,61.33,204.31,108.99,239.82,73.49,112.9,108,117.4,106.8,47.250324,19.574862,33.174812,65.21226,34.787746,76.544,23.456001,36.37125,34.792694,37.820946,34.40611,0,1,Oski
6,5,1,0,2,0,412,True,16.666666,506,505.49094,42.39,2616,502,1786,227,830,275,21,3,73,23,332,73,521,56.76,18.279604,33.58,10.814467,146.7,61.48,41.51,62.47,46.995136,19.69503,13.297669,20.012175,1640,500190,89.88,97.39,126.23,149.32,132.39,31.8,6.83,62,0.11,71.304344,40.26475,31.065392,28.669857,47.628468,42.228317,10.143217,3015,2688,3437,3883,148.32,103.82,61.36,204.66,108.85,239.98,73.52,114.8,110.4,119.7,108.8,47.31101,19.572567,33.11643,65.28021,34.719784,76.548645,23.451355,36.97143,35.55441,38.54948,35.039127,0,1,Oski
1,2,0,1,0,2,256,False,0,507,526.1674,44.78,2986,677,1916,310,1070,367,22,4,79,25,292,91,530,49.65,14.581498,30.5,8.957416,153.42,69.87,43.42,80.23,44.220898,20.13893,12.515131,23.125034,1647,555788,90.04,128.65,133.48,181.41,142.8,27.97,7.61,65,0.12,71.608696,37.90215,36.530647,25.567196,51.51059,40.547443,7.941961,2844,2650,3042,3712,142.49,120.85,88.83,200.1,152.08,266.11,86.06,131.7,86.9,110.3,107.8,40.460575,25.223612,34.31581,56.81754,43.182465,75.562935,24.437063,38.678413,25.521292,32.39354,31.659325,1,0,Oski
8,6,3,3,0,1,601,True,37.5,493,523.6499,45.41,3098,667,2156,362,942,305,24,5,79,19,265,137,503,53.83,15.164661,27.89,7.857002,147.16,68.15,53.71,97.07,40.197765,18.61564,14.671256,26.515339,1725,598771,95.57,156.5,128.89,194.68,168.84,17.44,8.57,76,0.11,75,33.832947,41.080425,25.086622,51.102478,44.319614,4.5779085,2780,2926,2605,3722,147.69,127.63,105.63,209.74,171.21,291.18,89.77,104,110.9,131.3,99.3,38.768867,27.728048,33.503082,55.05709,44.942905,76.435234,23.564774,29.29825,31.242077,36.98904,27.974195,1,0,Oski
8,6,3,3,0,1,601,True,37.5,494,524.7611,45.24,3103,667,2156,362,947,305,24,5,79,19,259,137,492,53.9,15.192085,27.76,7.8243465,146.94,68.32,53.74,96.97,40.150833,18.668198,14.684263,26.496708,1723,599030,95.89,156.55,128.32,194.27,168.98,17.51,8.56,76,0.11,74.91304,33.70102,41.115135,25.183842,51.02164,44.37966,4.598697,2801,2949,2627,3734,147.58,127.89,105.3,209.64,171.12,291.55,89.21,101.7,107.2,128.1,95.8,38.758305,27.654488,33.587204,55.058304,44.941696,76.57054,23.429459,28.664843,30.215055,36.105865,27.001888,1,0,Oski
4,4,1,2,1,0,348,False,25,437,449.86987,44.29,2420,368,1607,83,813,285,18,1,69,21,216,18,401,59.73,18.50601,24.17,7.4885364,132.24,81.62,49.48,67.23,40.003628,24.690685,14.968083,20.337597,1653,522960,70.35,138.87,122.15,184.98,138.15,8.25,7.67,66,0.12,71.86957,36.862118,41.907837,21.230045,55.82111,41.689297,2.489589,2742,2578,2843,3648,156.7,104.41,70.27,210.08,121.29,234.9,96.48,122.5,101.1,114.1,96.2,47.2871,21.205261,31.507635,63.39741,36.60259,70.88538,29.11461,37.953896,31.323584,35.351345,29.805428,1,1,Oski
1,6,0,1,1,1,212,False,0,440,442.90424,44.92,2375,349,1556,200,819,149,17,2,73,15,165,13,452,58.45,18.166843,22.95,7.133089,126.36,76.35,59.71,60.09,39.180183,23.673687,18.514156,18.63198,1624,509788,72.62,128.05,128.92,180.27,134.76,14.57,8.16,88,0.09,70.608696,39.115265,38.8513,22.033438,54.693565,40.885918,4.42051,2754,2507,2932,3419,166.02,120.04,43.54,241.87,87.73,229.66,99.93,92.4,119.2,109.8,92.6,50.370144,13.209951,36.419903,73.38289,26.617111,69.68051,30.319489,28.718842,37.04855,34.126934,28.781004,1,1,Oski
5,4,3,0,2,0,651,True,60,458,450.15817,45.03,2419,482,1864,287,555,195,21,3,49,18,265,32,365,53.36,16.54984,37.85,11.739345,135.27,60.17,45.39,78.74,42.328754,18.828424,14.203461,24.639359,1737,550143,86.52,148.18,96.29,154.04,140.75,36.21,6.93,70,0.1,75.521736,29.091515,44.768723,26.139763,46.537766,42.522663,10.939578,2845,2681,3066,3902,137.81,109.49,83.7,192.43,138.57,246.77,84.23,109.4,109.8,115.3,92,41.63444,25.287008,33.07855,58.135952,41.86405,74.55287,25.44713,33.930897,34.05496,35.760807,28.534208,0,1,Oski
2,4,2,1,1,1,548,True,100,475,498.86783,49.41,2754,1064,2054,684,700,380,24,7,59,32,281,28,313,66.4,20.046494,30.65,9.253388,138.77,50.64,70.32,80.87,40.742805,14.86788,20.645918,23.743395,1737,567445,93.71,138.1,114.04,163.1,158.07,24.67,5.99,58,0.1,75.521736,32.97383,39.930607,27.095562,47.160538,45.706104,7.133356,2724,2428,3041,3856,130.79,108.57,106.49,176.9,168.95,204.52,141.33,82.5,144.2,115.6,89.3,37.81697,30.790804,31.392221,51.149345,48.850662,59.135464,40.864536,24.907164,43.534702,34.90022,26.960117,3,0,Oski
0,13,0,1,4,0,543,False,0,508,518.64734,48.94,2684,910,1822,601,862,309,22,7,71,27,427,98,667,51.67,16.640902,36.81,11.855073,136.93,55.21,49.29,71.88,43.704315,17.621525,15.732022,22.942133,1707,527015,94.23,116.01,106.11,157.77,138.91,19.67,7.51,70,0.11,74.21739,33.54196,36.671406,29.786629,49.871975,43.910225,6.217797,2424,2151,2678,3455,142.62,87.52,86.2,190.17,126.18,198.91,117.44,77.9,119.4,117.7,76.5,45.084404,27.249163,27.666435,60.113796,39.8862,62.87656,37.12344,25.088568,38.454105,37.9066,24.637682,1,0,Oski
5,3,1,1,0,1,336,False,20,546,563.0423,45.4,3050,1307,2380,1042,670,265,27,12,58,23,338,165,556,61.73,18.992678,34.61,10.648576,142.89,64.69,38.42,83.07,43.42237,19.65843,11.675326,25.243868,1672,537648,91.39,128.84,116.47,176.67,137.85,22.18,9.31,80,0.12,72.695656,34.591625,38.26552,27.142857,52.47104,40.941494,6.5874662,2658,2524,2856,3704,121.43,97.07,118.2,165.02,171.68,230.42,106.28,102.7,134.8,121.6,109.2,36.064743,35.105434,28.829819,49.010986,50.98901,68.43481,31.565191,31.598057,41.474373,37.413082,33.597935,2,0,Oski
1,6,0,1,2,0,284,False,0,544,577.57825,50.09,3238,1112,2385,785,853,327,28,10,69,29,457,227,480,54.8,16.291584,43.61,12.9648905,122.39,57.35,56.19,99.01,36.540874,17.122469,16.776138,29.560518,1685,550872,83.17,144.64,113.99,160.57,148.85,32.38,6.69,65,0.1,73.26087,33.349915,42.317146,24.332945,46.977764,43.54886,9.473375,2907,2600,3173,3750,111.44,103.63,126.72,163.52,178.28,262.14,79.66,123,104.8,107.9,125,32.604816,37.075397,30.319786,47.840843,52.15916,76.69398,23.306026,36.566875,31.156168,32.07777,37.16146,1,2,Oski
1,0,1,0,0,0,196,True,100,423,405.35464,46.27,863,207,730,147,133,60,8,2,12,5,69,52,62,12.97,10.153437,6.22,4.8692656,32.63,54.42,11.34,19.31,27.723026,46.236195,9.634665,16.406118,1557,136179,17.53,37.13,75.92,67.62,52.47,10.48,1.57,8,0.2,67.695656,58.140602,28.434675,13.424721,51.788315,40.185337,8.026345,1946,1395,3169,4022,76.02,27.28,27.27,94.36,36.21,56.51,74.06,94.5,59.9,56.6,103,58.22164,20.88535,20.89301,72.267746,27.73225,43.27947,56.720535,73.97839,46.892124,44.308754,80.63254,0,0,Oski
4,5,1,1,1,1,341,False,25,522,534.0687,44.22,2921,778,2085,465,836,313,22,5,74,27,124,35,527,43.61,13.289249,32.41,9.87628,152.34,57.81,51.8,70.21,45.86344,17.404264,15.594895,21.137405,1724,550389,96.76,126.1,114.97,192.68,128.03,17.12,6.9,70,0.1,74.95652,34.031906,37.326466,28.641623,57.034607,37.897762,5.067638,2811,2808,2815,3592,132.74,110.87,94.22,188.81,149.02,249.84,87.99,82.5,122.4,107.3,104.5,39.291954,27.889765,32.81828,55.889053,44.110943,73.95436,26.045645,25.140175,37.298878,32.697464,31.844221,2,1,Oski
3,4,3,1,1,0,546,True,100,531,534.6359,43.3,3010,425,2275,285,735,140,26,3,66,13,333,27,681,55.15,16.32623,29.24,8.65601,146.52,77.6,51.68,67,42.742126,22.637108,15.075847,19.544926,1629,542077,71.04,141.2,143.08,188.75,138.23,28.34,11.24,97,0.12,70.82609,40.267925,39.738827,19.993244,53.12113,38.90296,7.9759097,2808,2640,2965,3820,167.98,123.83,63.51,239.19,116.13,275.96,79.37,122.2,104,131.6,103.1,47.275696,17.87403,34.850277,67.31678,32.683216,77.66302,22.336985,36.175255,30.787449,38.957966,30.521019,0,0,Oski
2,4,0,0,1,0,202,False,0,543,546.3407,54.25,3307,634,2649,453,658,181,34,5,62,17,741,66,661,53.89,14.838372,42.09,11.589294,112.81,80.64,55.15,113.5,31.154377,22.27009,15.230599,31.344933,1661,594815,97.16,139.51,129.46,183.83,155.3,26.99,9.5,83,0.11,72.21739,35.359028,38.10395,26.537022,50.210316,42.417786,7.3719,2832,2617,3080,3794,151.26,134.99,79.87,216.04,150.08,287.77,78.35,119.1,99.5,135.9,97.4,41.31432,21.815254,36.87043,59.007977,40.992023,78.59991,21.400087,32.793655,27.396883,37.41946,26.818659,2,1,Oski
3,13,0,2,2,0,359,False,0,537,546.31055,49.1,2843,841,2256,645,587,196,27,7,53,17,463,60,465,39.17,12.544837,27.74,8.8841915,116.14,59.87,48.95,90.1,36.86282,19.00273,15.536723,28.597727,1684,519135,71.12,140.13,106.62,166.22,117.26,34.4,7.47,72,0.1,73.21739,33.542015,44.08406,22.373928,52.290173,36.888134,10.821694,2934,2497,3453,3886,142.12,109.96,65.79,205.98,111.9,201.94,115.94,95.4,121.7,107,112.8,44.710102,20.69714,34.59276,64.798035,35.20196,63.527115,36.47288,30.553421,38.97643,34.268513,36.126057,0,0,Oski
2,4,0,1,1,0,214,False,0,550,585.96747,47.89,3207,423,2382,123,825,300,28,2,68,27,426,78,563,40.33,12.281504,32.47,9.887935,111.98,80.64,59.34,82.6,33.47083,24.1033,17.736729,24.689144,1716,551282,89.68,140.19,109.63,169.68,144.04,25.79,8.7,86,0.1,74.608696,32.291607,41.29308,26.415318,49.977913,42.42585,7.596242,2734,2519,2963,3724,119.4,134.23,85.88,188.32,151.18,257.4,82.11,109.7,122.7,122.6,106.4,35.16833,25.295279,39.53639,55.469807,44.53019,75.81514,24.184855,33.406418,37.365246,37.334793,32.401485,1,1,Oski
1,7,1,4,2,1,375,False,100,432,465.28137,38.9,2687,717,2029,543,658,174,23,6,57,15,191,56,346,82.96,23.94228,32.6,9.408369,193.13,65.78,29.55,68.08,54.16784,18.449545,8.287991,19.094633,1592,537063,64.52,143.71,158.74,188.23,150.22,28.52,8.78,81,0.11,69.21739,43.256943,39.161243,17.581818,51.293022,40.935226,7.7717524,2695,2461,2986,3450,153.03,137.66,76.28,231.37,135.61,250.36,116.61,101.9,124.6,111.5,114.8,41.700954,20.78644,37.512604,63.047035,36.95297,68.22356,31.77644,29.40837,35.959595,32.178932,33.131313,0,1,Oski
1,8,0,2,1,0,209,False,0,514,510.87753,47.75,3135,784,2348,549,787,235,26,6,70,21,267,59,573,47.82,12.98786,35.32,9.592874,126.71,80.25,70.36,88.42,34.64483,21.941816,19.23771,24.175644,1694,602729,87.93,162.69,120.19,213.3,130.91,26.61,10.31,94,0.11,73.652176,32.412827,43.87422,23.712954,57.521168,35.30284,7.175988,2543,2257,2783,3696,144.15,131.87,94.8,215.26,155.55,251.16,119.65,107.9,124.5,130.5,103.2,38.873306,25.564964,35.561726,58.051292,41.948708,67.7328,32.2672,29.305521,33.814064,35.443657,28.029007,3,3,Oski
0,1,0,0,0,0,0,False,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279,0,0,3365,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,Oski
