shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_rank,numeric_rank
3,2,2,0,495,1,294.51328,53.47,1613,345,1017,596,502,229,6.6127024,24.344969,31.390839,15.180946,19.293522,34.134693,33,0.16,54.782608,62.792156,31.078854,6.1289835,66.54597,31.64951,1.8045248,2714,2772,2673,3462,48.345104,23.015923,28.638975,61.53639,38.46361,77.986595,22.013407,42.66456,26.018686,31.40501,37.491253,0,3,Platinum 2 Division 3,43
1,0,1,1,177,0,276.39658,58.31,1486,215,854,632,345,86,3.6704075,17.254635,20.971735,24.015583,19.244476,35.76821,68,0.15,61.913044,53.760803,39.3905,6.8487005,63.02898,32.93657,4.034453,3086,3047,3164,3578,60.58259,12.617759,26.799654,75.156265,24.843737,71.15684,28.843164,38.96708,29.45006,30.163061,28.210058,0,0,Champion 2 Division 1,65
2,1,2,0,465,0,317.31665,58.14,1706,383,1077,629,646,92,3.6239073,18.640339,14.978948,27.328861,27.625134,30.067049,34,0.12,62.826088,49.36739,41.207787,9.424819,54.848648,41.639748,3.5116055,2902,2709,3065,3822,54.395355,23.339214,22.265425,67.04454,32.955463,67.92391,32.076096,27.466057,41.478085,39.40108,32.147064,2,0,Champion 2 Division 1,65
2,0,2,1,363,0,289.77222,57.29,1588,261,821,767,232,199,3.7407622,7.311213,19.378761,29.639536,23.001642,27.980062,28,0.17,64.347824,46.071148,45.75096,8.177893,64.718155,35.164352,0.11749846,2983,2689,3038,3596,50.713783,18.719893,30.566326,65.9842,34.015804,76.95268,23.047323,43.21645,27.03689,27.280193,39.506096,0,0,Champion 1 Division 4,64
1,0,0,0,28,0,247.01671,39.98,897,260,625,272,74,150,10.886726,32.531666,34.527912,17.695032,16.255009,31.522043,10,0.5,60.869564,57.42174,37.398872,5.179388,65.20688,33.91373,0.8793915,3181,2899,3341,3562,57.367104,16.708439,25.924461,70.78222,29.21778,60.343845,39.65616,38.828712,34.009544,30.47549,39.14999,1,0,Silver 2 Division 2,18
1,0,1,1,235,0,150.82219,43.17,853,155,341,512,62,211,4.6236815,5.699299,36.874207,25.987621,17.607258,19.53092,2,0.09,51.869564,72.38519,22.677986,4.936819,67.72575,31.663445,0.61079824,2951,2751,3126,3418,49.39341,15.676222,34.930378,67.44557,32.554424,68.21608,31.783922,56.04998,29.085873,39.370544,50.391937,1,0,Silver 2 Division 2,18
7,6,0,0,1006,1,500.6627,59.11,3085,972,2661,424,892,331,3.524384,16.356064,25.676064,17.526794,18.13962,38.657524,64,0.13,67.608696,45.210155,37.872784,16.917059,51.609524,35.878014,12.512457,1986,1882,2706,2915,30.47638,43.38499,26.138628,41.811794,58.188206,78.96206,21.037945,30.753836,39.490414,51.47278,27.724434,3,0,Bronze 2 Division 2,6
2,2,0,1,338,0,197.66844,33.51,1218,780,767,451,140,192,15.206513,17.343325,39.217834,14.983125,15.634437,30.164604,12,0.65,53.608696,71.43106,25.768553,2.8003886,75.84447,20.140394,4.0151343,2558,2543,2279,2677,25.168646,39.678387,35.15296,39.601227,60.398777,80.08613,19.913872,33.10703,32.133293,24.58684,34.81107,1,0,Bronze 2 Division 4,8
2,1,1,0,322,0,250.60078,48.45,1373,311,929,444,215,87,12.238007,14.799379,37.65676,27.024775,18.122568,17.195898,18,0.18,58.782608,59.13621,34.648518,6.2152705,71.37943,28.482391,0.13817841,2995,2919,3049,3794,40.731483,30.614767,28.653751,54.158703,45.841297,66.69215,33.307854,24.70112,32.610348,31.241444,29.811699,0,1,Platinum 2 Division 4,44
3,0,1,0,178,0,456.84906,62.31,2503,867,2113,390,317,445,11.635689,14.048002,24.85354,12.685949,15.121308,47.339203,84,0.13,68.17391,39.05836,49.24978,11.691869,62.726536,36.16631,1.1071616,3645,3549,3743,4118,46.148243,26.67968,27.172075,61.62811,38.37189,65.552704,34.447292,37.538403,36.07824,27.925652,45.56931,0,0,Platinum 2 Division 4,44
0,0,0,0,140,0,312.29276,51.4,1711,471,1307,404,615,285,11.571806,12.669971,30.553707,22.387112,26.890526,20.168652,32,0.13,61.565216,48.904774,45.15678,5.9384575,58.52876,38.892776,2.5784624,2937,2909,2984,3902,43.387585,24.107456,32.50496,60.075832,39.924164,71.37815,28.621845,38.755207,32.123627,40.64126,26.100447,0,0,Platinum 2 Division 4,44
2,2,0,0,256,1,140.66476,19.16,304,147,0,304,0,44,37.50289,0.0,69.37599,30.624004,0.0,0.0,7,0.44,60.260868,55.49734,38.64374,5.8589134,66.93477,31.23524,1.8299881,2472,2431,2455,3197,36.931816,36.25295,26.81523,51.224915,48.775093,74.04812,25.951889,22.904295,43.263668,34.626358,24.369555,0,0,Gold 1 Division 1,25
0,0,0,0,6,0,256.34302,59.82,554,12,413,141,195,128,6.709339,27.222952,12.948458,23.68792,20.241264,43.122356,14,0.15,55.260868,69.31793,25.535067,5.1470046,77.1145,22.070803,0.8146941,3980,4005,4197,3877,64.30635,12.939782,22.753872,75.261086,24.738909,81.476814,18.523182,59.998463,12.339015,21.593275,55.83404,0,0,Gold 1 Division 1,25
0,0,1,0,174,0,423.38245,55.25,915,284,778,137,72,18,13.372407,18.446827,20.551401,14.4199,17.785704,47.243,14,0.16,64.478264,52.155685,36.270866,11.573452,57.000477,36.355007,6.644518,2401,2277,2619,3411,36.72178,31.714264,31.563961,53.318565,46.68143,78.895744,21.104256,17.043264,40.950104,47.659443,19.742424,0,0,Gold 1 Division 1,25
3,1,0,0,274,0,292.16507,51.82,1376,69,1000,376,210,43,8.829358,9.579589,22.417614,18.256956,28.917105,30.408329,75,0.1,56.391304,62.938015,29.70334,7.3586445,57.06753,38.918186,4.0142884,2869,2971,2757,3112,60.66544,12.05348,27.281078,72.21882,27.781181,77.57442,22.425581,43.244392,27.708971,34.468117,36.76835,0,0,Champion 1 Division 1,61
1,0,1,1,182,0,198.95251,39.82,937,314,467,470,71,82,12.148773,8.457783,38.624767,25.364367,20.426596,15.584273,10,0.15,56.217392,65.69411,29.565964,4.739924,68.22253,30.837063,0.94040644,2542,2474,2548,3039,55.05185,14.471736,30.476423,71.02997,28.970032,73.46883,26.531174,32.62793,32.80487,30.540026,32.698708,0,1,Champion 1 Division 1,61
1,0,0,0,80,0,286.6445,55.51,1350,328,935,415,181,214,7.378442,16.38828,23.073322,27.056322,20.7397,29.130655,18,0.2,59.04348,59.897213,32.781975,7.3208084,68.72235,30.249815,1.0278403,2913,2713,3061,3093,59.729076,15.411321,24.859604,74.1874,25.8126,68.29351,31.706486,25.93956,37.72383,33.371082,30.716967,1,0,Champion 1 Division 1,61
4,3,0,1,595,1,401.76285,55.38,2355,583,2002,353,814,496,5.0412283,31.020756,23.887844,20.827745,20.44933,34.835075,16,0.33,64.608696,48.252487,37.07058,14.676934,57.997337,41.210922,0.79173553,2779,2814,2744,3064,39.649143,29.267103,31.083755,56.267456,43.732544,80.9631,19.036903,43.929485,28.092123,31.418821,40.88712,3,2,Gold 2 Division 3,31
0,0,0,0,6,0,185.42615,43.24,285,87,256,29,43,123,19.952288,13.402733,27.219929,18.44347,16.326796,38.00981,1,1.05,49.434784,72.27963,21.975685,5.744681,65.24823,34.751774,0.0,3304,2691,3521,3043,63.11043,12.998986,23.890577,76.4843,23.515705,78.2776,21.72239,47.603558,29.819996,25.916286,55.302536,0,0,Silver 3 Division 3,23
0,0,1,0,166,0,367.26703,63.26,1876,520,1467,409,455,514,6.528974,15.612763,23.383585,15.64754,24.904152,36.06472,0,0.0,61.391304,52.42228,36.839596,10.738128,71.39588,26.928825,1.6753029,2718,2695,2785,2866,52.97539,19.114374,27.910229,67.39462,32.60538,64.88016,35.11984,34.35787,31.780212,27.962671,37.098667,0,0,Gold 2 Division 3,31
6,1,1,0,352,0,411.4779,54.19,2335,543,1643,692,256,389,9.577655,15.366541,22.00495,20.616907,25.374655,32.003494,59,0.13,64.82609,48.37933,38.923798,12.696876,65.266014,30.645521,4.0884686,2851,2863,2812,3619,43.270775,26.2664,30.462824,58.896637,41.103363,66.99607,33.00393,31.778664,36.30169,36.566025,33.834587,0,0,Champion 2 Division 3,67
6,3,1,0,631,1,322.4132,41.38,1760,132,1225,535,184,308,19.946264,10.19754,41.915005,17.819496,18.226557,22.038946,42,0.16,63.391304,53.323067,36.313828,10.36311,61.324528,37.58552,1.0899506,2407,2246,2473,3455,49.955578,22.420328,27.624098,64.219284,35.780712,70.94242,29.057575,32.516106,32.271854,40.30165,21.738464,1,1,Diamond 1 Division 3,51
0,0,1,2,266,0,369.85925,49.09,2019,455,1654,365,272,329,22.779593,14.395628,44.06779,13.79931,15.79721,26.335682,1,0.52,61.739132,52.04967,39.009495,8.940833,61.384953,36.899925,1.7151206,2861,2984,2703,3651,51.766254,19.675674,28.558071,66.562454,33.437546,67.198456,32.801544,35.080757,30.165176,35.233414,31.172718,1,0,Diamond 1 Division 3,51
1,1,1,0,278,0,305.57333,56.36,1749,157,1261,488,261,96,6.49933,15.412614,25.895653,21.758196,16.493153,35.852997,42,0.19,57.826088,59.207302,33.564327,7.228373,63.53521,34.191547,2.2732394,3318,3532,3117,3437,58.70141,16.715492,24.5831,73.21972,26.780281,79.014084,20.985916,49.356472,26.35257,25.100458,46.939606,0,1,Diamond 1 Division 3,51
3,1,4,0,515,0,375.15692,61.79,2092,207,1310,782,517,416,3.6732621,13.614084,17.780334,25.146769,23.89002,33.182877,51,0.12,65.13043,48.58549,39.509335,11.905167,66.583176,27.980646,5.436175,3160,2919,3347,3945,60.837883,13.091985,26.070126,74.752396,25.24761,69.86481,30.135193,37.987926,35.835976,42.65049,33.62425,2,0,Diamond 2 Division 4,56
1,0,0,1,148,0,182.85268,62.82,857,325,622,235,407,0,2.0305111,23.505566,14.535065,17.767689,25.20742,42.489822,26,0.17,55.47826,72.466125,26.44625,1.0876242,77.07038,22.441826,0.48778725,3304,3402,3220,3423,60.238483,10.767841,28.993677,73.0009,26.999096,85.680214,14.319783,43.277267,22.332066,29.05302,38.298782,0,1,Diamond 3 Division 1,57
6,0,2,1,395,0,354.46277,44.81,3001,874,1827,1174,301,436,11.961101,9.055474,47.21202,21.45622,15.679775,15.651984,75,0.09,64.86957,49.06627,37.185757,13.74798,59.53772,37.47323,2.9890566,2814,2861,2740,3783,41.40167,30.63112,27.967205,54.260624,45.73938,71.43691,28.56308,38.072365,29.351551,32.30442,34.74546,3,2,Grand Champion 1 Division 3,75
0,0,2,1,345,0,386.7795,48.3,2163,477,1460,703,257,302,8.26429,10.183583,39.635185,20.700357,14.062776,25.601688,38,0.12,61.913044,53.71042,37.081516,9.208066,56.038635,40.721123,3.2402425,2874,2692,2922,3602,41.25361,24.429276,34.317112,59.34119,40.658813,62.432377,37.56762,30.488167,34.60094,32.15712,31.918697,2,0,Grand Champion 1 Division 3,75
5,1,2,0,368,0,286.40982,47.24,1804,263,1228,576,175,56,11.515664,8.615581,30.272491,26.166483,20.842001,22.719034,41,0.19,60.304348,53.44819,38.972477,7.579337,60.61003,37.70572,1.6842538,3221,3068,3266,3735,47.728966,21.005468,31.265566,64.17018,35.829826,74.92811,25.071892,39.214645,31.72629,27.227983,44.189243,0,0,Platinum 2 Division 2,42
1,0,3,0,313,0,297.047,57.61,1871,339,1402,469,319,409,4.6888227,15.222798,21.709631,24.666758,19.21464,34.408978,55,0.15,59.086956,58.14002,32.983727,8.87626,68.92535,29.907003,1.167657,3198,2975,3376,3588,53.97055,18.452597,27.576853,70.322914,29.677086,79.12684,20.873161,39.029423,31.673368,29.6359,37.785774,1,0,Platinum 2 Division 2,42
0,0,0,1,146,0,286.72733,53.27,1806,371,1338,468,387,556,15.508573,19.189245,29.63594,15.546901,20.561504,34.255653,17,0.22,59.652172,57.89762,35.736275,6.366103,69.715866,28.395124,1.8890077,2624,2727,2573,3558,44.085262,23.828533,32.086205,59.632645,40.367355,77.17335,22.826654,27.942421,38.129765,43.89818,25.031752,2,2,Platinum 2 Division 2,42
1,0,0,0,30,0,255.9947,38.42,516,215,266,250,33,0,12.08037,12.940301,40.483223,27.281418,2.8680687,29.367285,19,0.16,60.869564,55.994778,34.986183,9.019036,59.602394,40.397606,0.0,2546,2418,2661,3865,57.092415,20.00307,22.904514,68.45257,31.547436,58.474056,41.525944,29.84951,31.833967,37.539276,24.474945,0,1,Diamond 2 Division 4,56
0,0,1,0,83,0,356.2097,57.57,718,15,622,96,89,130,8.425665,24.929716,15.456839,20.29036,25.297749,38.955055,1,0.0,63.95652,50.915203,40.7994,8.285394,61.71087,38.289127,0.0,3334,3585,3001,3809,64.04662,15.794979,20.1584,73.90362,26.096375,60.198746,39.801258,48.78452,24.723003,35.38945,33.818424,0,0,Diamond 2 Division 4,56
1,0,0,0,46,0,404.33273,50.76,815,136,760,55,46,29,12.444187,22.49049,29.103378,18.375143,11.839251,40.682236,4,0.17,61.652172,51.627182,40.306984,8.0658245,66.22878,33.439114,0.3321033,3528,2867,3566,3587,50.612545,20.295202,29.092249,65.86716,34.132843,53.61966,46.380337,17.363981,44.98098,28.03043,38.36613,0,0,Diamond 2 Division 4,56
6,2,0,0,396,0,412.88837,54.57,2392,375,1948,444,398,404,16.214039,11.613924,26.922749,22.630098,18.24944,32.197712,59,0.15,67.391304,45.27682,39.57067,15.152511,55.431118,38.610657,5.958215,3045,2881,3219,3847,43.521717,24.798754,31.679539,60.5186,39.48139,69.31712,30.682877,32.45109,33.026466,32.24971,37.054085,3,0,Diamond 3 Division 3,59
1,0,0,0,82,0,77.56266,27.54,426,108,109,317,90,162,10.994113,8.008132,55.06966,32.285007,7.832808,4.812517,0,0.0,48.0,80.29533,17.376392,2.3282852,73.208725,24.497862,2.2934043,2499,2549,2465,2455,52.921345,14.978781,32.09988,70.0936,29.906408,65.34996,34.65004,39.964798,27.523214,24.48868,40.60205,0,0,Bronze 1 Division 3,3
0,0,0,1,140,0,64.27141,33.35,353,116,0,353,0,82,9.859199,0.0,29.303293,38.38475,27.736567,4.57539,0,0.0,48.95652,80.94298,17.6552,1.4018141,79.343864,20.0053,0.65084225,2312,2269,2307,2355,53.968483,14.156972,31.874538,68.82731,31.172695,65.17552,34.82448,47.004913,25.186623,32.196396,41.360683,1,1,Bronze 1 Division 3,3
0,0,0,0,30,0,81.9128,31.08,181,36,0,181,0,22,3.688339,0.0,41.52092,47.391945,11.087141,0.0,11,0.17,50.0,74.12265,24.693373,1.1839772,72.477844,25.012407,2.5097482,2546,2014,3251,2688,52.942013,17.67333,29.384659,70.65579,29.344204,71.33844,28.661564,52.496605,42.314075,31.452707,65.01735,0,0,Bronze 2 Division 2,6
2,1,0,1,244,1,398.25012,47.42,880,123,785,95,14,98,25.622265,11.404435,37.774876,15.316009,15.746579,31.16254,2,0.62,55.0,62.789356,31.11256,6.0980906,49.598495,48.940174,1.4613326,1747,1864,1578,2693,50.71615,17.353878,31.92998,66.201256,33.79874,72.50235,27.497648,44.048874,50.158394,65.01735,30.01961,0,1,Bronze 2 Division 2,6
1,1,0,1,198,0,107.70855,51.99,238,48,47,191,7,3,3.627998,2.8812792,37.522404,45.12049,8.783111,8.573988,12,0.11,67.434784,63.887302,28.52546,7.5872426,47.954807,50.157326,1.8878719,2898,2917,2829,2945,77.88187,7.143879,14.9742565,86.34869,13.651316,53.182213,46.817795,44.35058,22.250717,24.287222,38.69362,0,0,Bronze 2 Division 2,6
3,0,1,1,264,0,433.5445,43.7,2441,436,1882,559,226,393,15.863478,12.562903,41.238827,16.686298,18.280806,23.794064,42,0.12,63.52174,50.104145,40.18239,9.713465,57.308117,39.07231,3.6195786,2851,2971,2739,3544,41.755802,23.612362,34.63184,58.422695,41.5773,74.24284,25.757149,44.402344,28.121485,32.739326,33.834587,1,0,Grand Champion 2 Division 1,77
3,2,3,0,620,1,353.6213,48.55,1988,332,1274,714,368,141,13.053274,11.496842,27.40006,31.171803,18.687824,22.740309,47,0.1,72.13043,40.307365,33.027496,26.665136,46.362934,47.2231,6.4139695,2897,2677,3131,3592,53.291473,18.432823,28.275703,70.586044,29.413958,71.532196,28.467802,40.141113,29.764904,30.031721,36.73179,1,2,Grand Champion 2 Division 1,77
4,2,1,1,442,0,309.26974,53.69,1855,510,894,961,231,62,5.6768923,7.4691563,24.919395,32.728092,18.926409,23.426098,49,0.12,63.608696,52.149166,42.298912,5.551913,53.733185,39.484932,6.7818837,2677,2568,2875,3551,48.050144,22.873777,29.07608,65.22777,34.772232,74.80266,25.197346,29.95443,34.789375,36.59553,26.508837,0,2,Champion 2 Division 3,67
2,1,1,1,404,0,410.63687,49.06,2463,525,2011,452,388,366,13.423919,11.214849,30.669008,26.400864,18.848494,24.081633,44,0.14,67.521736,44.487854,38.57345,16.938696,55.648376,40.313587,4.0380416,3013,2991,3109,3652,48.7598,22.128262,29.11194,64.300224,35.699783,72.81583,27.184166,33.205513,33.95576,39.124153,34.511505,3,0,Champion 2 Division 3,67
2,1,1,0,311,0,311.7706,48.24,1870,190,1161,709,456,224,8.869623,13.540625,30.542608,28.386885,14.207068,26.863432,37,0.09,62.173912,58.013824,36.06545,5.920729,66.34048,31.386559,2.2729626,3345,3303,3367,3764,48.189087,18.984129,32.82678,66.0626,33.9374,73.64347,26.35653,37.873734,33.03879,26.619984,40.43014,1,1,Champion 2 Division 3,67
1,1,1,1,357,0,210.92184,59.85,1263,96,857,406,874,214,4.0692496,20.738699,20.148228,27.720997,11.819377,40.311398,11,0.36,48.608696,76.54509,21.376085,2.0788243,77.73681,21.245157,1.0180361,2746,3058,2543,3081,51.580494,16.686707,31.7328,67.47629,32.523716,79.0167,20.9833,48.819862,28.696281,37.296818,40.74816,1,2,Silver 3 Division 3,23
4,2,2,0,509,1,269.88837,52.93,1789,441,1131,658,407,163,8.971135,17.655638,26.150043,25.950264,17.938068,29.96162,33,0.19,59.826088,57.6697,36.033627,6.296671,64.87052,31.634348,3.495122,3046,3075,3040,3734,53.674576,18.128387,28.197037,68.74383,31.256168,73.18078,26.819221,35.502365,29.64397,32.786884,29.669113,0,0,Champion 1 Division 2,62
2,0,2,1,415,0,349.5424,50.26,2317,567,1919,398,282,350,11.047974,29.7546,29.051788,11.914247,19.3731,39.660866,26,0.17,62.565216,54.73503,37.149162,8.1158,62.15898,34.57802,3.263003,3384,3145,3519,3878,50.545868,18.740953,30.713182,67.134445,32.865555,72.87537,27.124632,31.580006,35.125214,30.976566,37.463543,0,2,Champion 1 Division 2,62
3,1,1,0,270,0,337.17188,55.01,2235,391,1576,659,416,250,5.4686713,12.518857,27.141314,18.727816,23.8824,30.24847,114,0.08,67.26087,45.0373,45.057,9.905694,61.623123,32.871246,5.505626,3271,3019,3447,3881,52.200035,16.05151,31.748455,70.58578,29.414227,75.465385,24.53462,36.608673,34.62235,35.753796,34.77321,2,3,Champion 1 Division 2,62
3,3,1,1,594,0,263.30182,52.5,1605,47,1125,480,500,199,10.258654,14.38727,34.231037,13.970865,12.229211,39.568886,21,0.37,58.95652,56.663788,37.541283,5.794929,68.813354,28.887535,2.2991135,3330,3405,3275,3750,67.03249,8.269187,24.698322,81.28906,18.71094,76.14257,23.85743,50.8558,22.201563,36.556023,39.07147,1,0,Gold 1 Division 3,27
1,1,0,0,178,0,307.92368,56.5,1877,353,1154,723,1078,91,5.6761637,11.765189,29.56914,17.401869,10.639275,42.38972,59,0.17,63.652172,53.276566,39.041687,7.681749,63.62227,36.37773,0.0,3111,2904,3275,3682,49.661922,20.401627,29.936453,65.49822,34.501778,54.220787,45.779213,20.752447,57.609234,40.001095,33.384373,0,1,Gold 1 Division 3,27
0,0,0,1,126,0,253.85081,43.87,1258,239,913,345,314,410,14.979485,20.320173,35.20735,27.874804,13.033096,23.884745,9,0.33,58.304348,62.022316,30.989033,6.9886527,62.275185,34.845276,2.8795397,3706,3975,3501,3723,64.00733,11.160983,24.831684,77.200745,22.799253,69.24074,30.759262,42.678417,26.871595,29.763906,41.972153,0,1,Gold 1 Division 3,27
0,0,0,0,16,0,159.66884,35.07,360,36,200,160,0,46,48.403316,5.1448846,42.51176,15.454146,2.1164024,39.917698,0,0.0,46.0,81.32141,16.925697,1.7528919,77.75886,20.814707,1.4264425,2541,2349,2624,2671,64.41448,17.15401,18.431513,75.50209,24.497906,65.517,34.483,57.362507,37.847427,41.02602,49.674744,0,1,Bronze 3 Division 3,11
4,0,2,1,276,0,378.74878,49.27,2128,571,1741,387,175,167,9.622972,18.166178,36.60374,18.827095,16.429064,28.1401,61,0.14,63.04348,48.062233,43.755463,8.182304,51.234573,44.999718,3.7657144,2850,2621,3075,3505,50.248043,20.003946,29.748013,65.38798,34.612022,71.51756,28.482439,33.01593,29.456263,37.6435,27.85441,0,0,Champion 2 Division 4,68
5,2,1,2,504,1,466.15408,46.4,2688,725,2030,658,379,421,17.275564,10.905254,34.156605,24.346523,17.207989,24.288885,62,0.12,66.91304,43.324345,39.80911,16.866543,54.681484,44.248543,1.0699747,2651,2554,2799,3270,42.394653,27.53053,30.074816,57.265854,42.73415,73.239624,26.76037,36.447193,34.337242,32.34291,36.476097,0,0,Platinum 3 Division 3,47
1,1,0,0,230,0,383.46396,53.02,1631,213,1162,469,254,216,10.768025,9.412226,33.492916,26.829361,16.581036,23.096684,35,0.13,61.826088,55.016174,34.56931,10.414523,62.674557,35.693813,1.6316332,3078,3214,2839,3420,56.927094,15.408644,27.664267,71.28841,28.711597,68.45877,31.541233,35.30564,35.69749,28.761755,38.44044,1,1,Diamond 2 Division 4,56
0,0,0,0,14,0,243.7991,34.59,1381,244,960,421,152,711,31.379646,15.096949,59.100246,10.552881,8.437023,21.90985,10,0.56,57.47826,65.92757,25.339252,8.733176,70.006935,28.838629,1.1544331,2564,2303,2673,2430,49.24379,21.368114,29.388094,64.35966,35.64035,62.17844,37.821564,45.487984,40.633186,32.68897,54.226616,1,0,Bronze 3 Division 3,11
2,0,1,0,190,0,315.82663,33.77,1789,533,1363,426,36,583,26.727867,22.505665,45.996426,9.944599,11.972875,32.086094,20,0.5,60.347828,54.447037,36.70331,8.849656,55.908398,41.801525,2.2900763,2088,1517,2338,2372,46.394073,25.943815,27.662115,60.16267,39.83733,61.18699,38.81302,39.044342,44.987785,46.988556,34.778004,3,0,Bronze 3 Division 3,11
0,0,0,0,38,0,122.72727,39.79,351,83,90,261,112,91,8.578088,12.797202,49.182316,20.855244,17.879225,12.083213,2,0.41,56.304348,68.04073,27.777477,4.1817884,61.982662,34.458286,3.5590465,2039,1923,2107,2267,48.0689,17.778019,34.15308,65.05065,34.949352,60.91549,39.084507,39.97669,29.487179,42.19114,31.060604,1,0,Bronze 3 Division 3,11
2,2,1,1,410,1,363.7922,58.85,1061,38,840,221,385,125,1.6858106,25.001429,21.758518,18.757147,21.295448,38.188885,22,0.16,65.86957,48.85289,36.806896,14.340205,51.898945,41.268173,6.832882,2659,2827,2547,3626,59.23264,14.313356,26.454002,73.23235,26.767649,81.263824,18.736177,43.77393,25.601461,40.34516,26.858677,0,1,Grand Champion 1 Division 2,74
3,1,0,0,230,0,342.87674,51.68,1000,236,642,358,69,23,20.018286,11.909251,21.554949,23.017246,18.468494,36.959312,35,0.11,64.304344,50.442184,36.2757,13.282114,61.579704,35.35817,3.0621269,3551,3249,3872,3749,61.0414,16.311977,22.64662,73.14283,26.857174,75.57902,24.420982,36.173496,26.001486,20.91548,45.545456,0,1,Grand Champion 1 Division 2,74
0,0,0,1,92,0,435.79633,52.96,1271,555,855,416,145,275,7.4175663,3.7945025,25.436615,37.380863,20.274366,16.90816,45,0.11,74.0,35.449852,35.596634,28.95352,56.607777,38.787716,4.604512,2916,2669,3133,3752,43.50875,21.51245,34.978794,61.443947,38.55605,70.14243,29.857561,25.658607,47.14555,37.659294,33.14475,0,0,Grand Champion 1 Division 2,74
0,0,0,0,8,0,269.11896,44.73,756,111,567,189,148,18,34.654404,15.443488,56.90185,9.846347,10.279084,22.97272,5,0.44,56.47826,67.75111,30.59216,1.6567335,77.30206,18.83749,3.8604553,2758,2586,2885,2486,58.661415,6.769466,34.569115,75.72726,24.272747,49.239937,50.76006,29.071491,35.123108,24.206467,37.67428,0,1,Bronze 2 Division 3,7
1,1,3,0,466,0,365.32965,55.34,2066,198,1325,741,299,255,4.90407,8.974094,21.103706,31.801853,25.159327,21.93511,129,0.07,68.08696,44.45223,40.206276,15.341498,60.17208,37.49895,2.3289707,2868,2699,3037,3383,49.571186,23.775223,26.653585,61.889015,38.11099,65.505455,34.49455,31.06304,33.243935,25.43397,33.65654,3,0,Champion 1 Division 3,63
2,0,1,0,254,0,359.49426,51.0,2033,336,1477,556,149,51,14.6974745,17.32634,33.466278,20.564861,16.682917,29.285948,57,0.11,58.0,61.716866,34.262558,4.020577,62.991062,31.824583,5.1843553,2916,2910,2893,3701,51.715614,19.101671,29.18271,67.21269,32.787308,69.36517,30.634825,43.500046,31.387228,38.401463,38.313046,0,2,Champion 1 Division 3,63
4,3,2,0,678,1,375.34717,58.23,1419,185,1149,270,961,89,4.4747167,31.21721,20.598383,9.0620165,25.392717,44.94688,25,0.13,61.565216,52.19514,39.856487,7.948369,58.93418,29.431,11.63482,2577,2287,3100,3392,68.19244,14.755212,17.052353,77.84383,22.15617,89.11299,10.887012,44.30631,30.683771,48.53855,34.78376,0,1,Silver 2 Division 4,20
1,1,0,0,154,0,325.08926,54.3,1229,165,929,300,296,191,15.240488,15.35952,31.703789,20.896177,13.179586,34.22045,0,0.0,69.565216,35.452755,51.310658,13.236589,60.927734,36.67743,2.3948328,3043,2680,3099,3178,55.76665,20.197952,24.035397,67.375435,32.624557,74.685455,25.314545,34.519245,28.479477,25.26121,39.985893,3,0,Silver 3 Division 1,21
1,0,2,0,244,0,211.93556,48.08,1182,305,908,274,301,20,3.798225,32.196754,28.979784,15.677492,24.762775,30.57995,2,0.28,52.47826,65.560135,29.2489,5.1909704,63.60358,35.96195,0.43447396,3310,2982,3576,3463,61.3102,15.024421,23.665379,77.80838,22.191618,75.1356,24.864405,47.784115,34.605385,32.961777,44.975048,1,0,Gold 2 Division 2,30
2,1,0,0,234,0,160.65504,44.49,896,363,236,660,37,42,0.17033738,1.8527926,22.928617,34.481518,28.655516,13.934353,153,0.09,51.0,75.44452,20.487984,4.0674887,73.41931,26.580696,0.0,2733,2825,2665,3046,50.410454,18.87232,30.717228,62.34733,37.65267,80.11078,19.88922,36.9662,25.431072,27.463167,37.563877,0,0,Gold 2 Division 2,30
1,0,0,1,132,0,251.56142,45.98,1403,397,896,507,106,288,9.5060215,12.180616,27.33562,22.387657,21.2597,29.017025,12,0.24,55.347828,67.23364,25.908678,6.8576784,69.10779,30.011927,0.8802817,2307,2333,2289,2959,42.79589,24.659246,32.544865,58.862453,41.137554,70.18968,29.810312,14.73269,39.028183,38.81899,17.003855,0,0,Gold 2 Division 2,30
3,1,3,0,475,1,189.55765,57.25,1022,131,727,295,191,225,7.505642,25.874062,20.651073,13.963338,20.082174,45.303413,9,0.69,53.130436,71.80369,24.263538,3.932769,66.36062,30.406437,3.2329457,2558,2235,2829,2766,54.638714,13.243212,32.118076,72.36213,27.637877,77.55181,22.448187,32.36576,30.51099,34.251446,25.472195,0,0,Platinum 2 Division 3,43
