shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_rank,numeric_rank
0,0,0,0,130,0,250.36464,61.07,1316,278,801,515,429,44,2.498573,14.493627,8.890503,33.142784,17.089348,40.87736,28,0.1,59.869564,56.79953,38.13784,5.062627,60.384403,37.270935,2.344666,2548,2319,2693,3279,49.413837,12.642686,37.94348,67.83588,32.164124,64.94416,35.055843,32.056564,37.351765,37.12981,30.566301,0,0,Diamond 2 Division 4,56
3,2,0,1,493,1,378.56088,51.2,2392,392,1907,485,268,233,17.057924,10.350286,29.097212,27.296972,16.2475,27.358313,34,0.16,67.565216,41.618813,46.496136,11.885053,59.900063,37.430084,2.6698484,2839,2677,3000,3782,45.196014,25.97012,28.833868,59.65994,40.34006,74.46988,25.530115,32.997467,32.628193,37.19139,29.937752,2,0,Diamond 2 Division 4,56
1,0,0,0,136,0,274.99722,44.54,2054,377,1395,659,207,326,16.521254,19.404217,31.8109,21.03351,18.052578,29.103012,49,0.14,59.652172,56.083355,36.906776,7.0098696,62.454384,36.64439,0.9012177,2973,2881,3045,3511,49.829643,22.840878,27.32948,63.198734,36.801266,70.8109,29.189104,25.705679,42.64197,30.94946,38.6924,0,1,Diamond 1 Division 2,50
3,0,0,0,178,0,457.53323,45.88,2891,673,2369,522,234,426,13.586727,16.77833,37.137352,21.326632,18.527006,23.00901,69,0.1,69.08696,41.798164,43.783703,14.418131,59.40707,37.958797,2.6341293,3134,2718,3560,3797,37.46832,26.790419,35.74127,53.193184,46.80682,66.90192,33.098083,24.55687,39.697193,31.019203,33.551384,0,0,Diamond 2 Division 4,56
6,3,1,0,615,0,365.90396,53.53,3281,512,2514,767,443,203,8.793517,19.429007,24.40882,17.146675,21.782616,36.6619,81,0.21,63.695652,48.038845,43.16849,8.792658,63.438713,34.633068,1.9282175,2815,2736,2886,3630,42.84238,26.197987,30.959639,57.582775,42.41722,68.85447,31.145525,25.129644,35.464024,34.44174,24.497686,0,2,Diamond 2 Division 2,54
3,1,3,1,561,0,380.95944,54.9,3416,871,2507,909,710,551,5.8679204,13.720934,25.857965,20.820086,20.29686,33.02509,50,0.16,64.21739,48.692772,41.067993,10.239232,59.0889,38.15207,2.7590218,2928,2737,3142,3835,44.942,25.408133,29.649874,59.07232,40.927685,74.41602,25.583979,32.26706,35.148045,36.653595,34.162933,0,0,Diamond 2 Division 2,54
3,0,1,1,290,0,307.3549,62.39,2756,686,1712,1044,408,260,4.3883944,17.843534,19.174236,13.484586,24.956797,42.384373,60,0.27,60.0,60.647545,33.603146,5.7493043,72.55305,24.676752,2.7702007,3596,3399,3801,4042,46.171562,16.349918,37.478527,68.610855,31.38915,76.96382,23.036186,45.370903,31.114662,28.419544,45.5196,2,1,Diamond 2 Division 2,54
2,1,1,1,450,0,462.0907,56.91,3347,710,2342,1005,855,455,11.378541,9.940404,25.6447,26.442898,15.707009,32.205395,87,0.1,76.478264,29.355936,46.198227,24.44583,53.731514,39.9149,6.3535914,3193,3155,3241,4050,49.50989,18.00704,32.48307,67.512474,32.487526,62.880947,37.119053,31.592997,35.136566,32.076206,34.63034,1,3,Grand Champion 3 Division 2,82
4,0,4,0,406,0,357.08627,48.79,2103,283,1500,603,214,393,9.013471,11.798166,32.32626,24.438896,21.598003,21.636845,209,0.09,67.521736,42.631844,42.46482,14.903347,54.589016,39.85543,5.555556,2872,2810,2833,3501,50.903564,16.559881,32.536552,69.36915,30.630852,77.41087,22.589125,39.138557,21.224813,29.68644,25.979172,1,0,Grand Champion 2 Division 3,79
3,0,0,2,166,0,137.8773,44.26,826,299,141,685,76,69,6.4181385,17.29865,19.749,29.399082,31.433632,19.418278,0,0.0,57.0,75.332825,21.30031,3.3668733,77.788956,20.709494,1.5015479,2634,2521,2950,2827,28.76935,34.231163,36.999485,46.858795,53.141205,79.38855,20.611456,30.463207,30.685768,25.678118,33.133953,0,0,Silver 1 Division 3,15
11,5,1,0,905,1,421.1434,55.11,2523,456,2316,207,640,111,5.8394766,37.4294,24.410828,14.155824,19.17751,42.25584,103,0.1,67.608696,46.914818,37.686306,15.398872,48.662704,42.940254,8.397045,2589,2529,2748,3059,33.3934,29.308035,37.29856,49.877724,50.122276,79.76883,20.231169,31.965502,38.141605,39.198772,33.05049,0,0,Silver 1 Division 3,15
2,4,0,0,579,0,285.76993,50.33,1712,377,1245,467,554,248,6.7074695,10.755321,23.476341,30.364223,17.56047,28.598959,8,0.35,56.913044,63.262943,31.48339,5.25367,67.63585,31.295391,1.0687613,2962,3080,2574,3168,42.268864,31.588976,26.142157,56.22972,43.770283,83.01571,16.98429,40.75671,30.65795,34.441505,37.167896,0,0,Silver 1 Division 3,15
4,1,2,0,320,0,274.73553,48.69,1567,311,1412,155,189,264,9.049734,26.664135,23.490854,28.393293,19.189024,28.926828,7,0.31,57.347828,65.61232,25.794262,8.593422,63.983204,35.15745,0.8593422,2200,1825,2593,3004,51.939873,21.025082,27.035048,66.3205,33.679497,73.58078,26.419214,33.808662,34.422302,38.57168,24.75016,0,1,Silver 3 Division 2,22
1,1,1,1,306,0,237.21582,29.46,1353,246,759,594,119,281,27.868038,3.8133364,61.04677,27.626253,3.5369575,7.7900243,2,0.32,59.217392,58.672977,34.44429,6.8827376,64.89261,32.06098,3.0464056,2225,2192,2245,2957,52.983723,22.203365,24.812908,67.20732,32.79268,61.367683,38.632317,25.860558,42.048973,39.419083,29.279411,0,1,Silver 3 Division 2,22
1,0,0,0,42,0,192.8584,37.84,1100,223,602,498,303,353,26.363157,6.1685467,50.186123,18.984873,19.877096,10.951902,3,0.56,55.260868,63.598602,30.245886,6.155507,67.15401,32.098354,0.74763244,3165,3399,3042,3229,59.99612,19.579664,20.424212,69.91194,30.088053,73.957466,26.04253,51.458126,27.43849,23.347553,50.523056,1,0,Silver 3 Division 2,22
4,2,1,0,444,0,294.8155,56.14,1723,119,1277,446,345,100,4.7054124,20.478525,19.586117,23.655884,17.666359,39.091644,45,0.11,60.52174,53.70156,42.10002,4.198422,55.96908,37.11254,6.918374,2883,2658,3129,3474,53.984325,14.77392,31.24175,73.2441,26.755898,76.021324,23.97867,36.245937,21.787487,29.316147,29.62984,0,0,Diamond 2 Division 2,54
1,1,1,1,316,0,341.69852,51.91,1997,393,1466,531,541,68,8.461187,14.606741,31.164345,22.29675,12.877468,33.66144,62,0.15,58.130436,60.759052,31.910345,7.330609,61.99242,34.59935,3.4082296,2575,2387,2811,3348,52.072224,17.874449,30.053328,69.40256,30.597439,71.60607,28.393927,29.715393,34.59191,42.833515,25.26664,0,1,Diamond 2 Division 2,54
1,0,0,1,134,0,342.89624,58.64,2004,693,1495,509,532,157,2.4097416,12.419437,23.587778,18.557167,16.976807,40.878242,47,0.13,63.086956,50.68269,41.938835,7.378482,64.63408,30.677225,4.6886945,3496,3469,3572,3785,52.833076,17.888643,29.278284,68.441605,31.558395,64.110756,35.88924,34.50636,41.863914,26.207722,46.42674,0,2,Diamond 2 Division 2,54
1,1,1,0,241,0,309.79935,46.4,1410,172,1079,331,24,444,12.520141,11.652264,30.177998,25.101797,17.450653,27.269554,0,0.0,61.913044,53.040573,39.006092,7.953333,64.80366,32.3743,2.8220394,2716,2587,2887,2717,61.245136,13.728189,25.02667,75.02065,24.979351,72.46446,27.535532,34.715103,19.59133,26.329283,30.210928,0,0,Gold 3 Division 1,33
0,0,2,1,241,0,188.73592,56.11,859,48,567,292,347,116,4.595723,15.013916,18.798304,22.575403,22.920218,35.706078,1,0.0,51.869564,67.49132,27.997803,4.5108905,54.004955,43.173683,2.8213596,2299,2074,2570,2979,58.431683,17.424215,24.1441,71.02846,28.971544,68.559044,31.44096,30.833456,46.250187,43.284023,29.62502,0,0,Gold 3 Division 3,35
4,1,1,1,336,0,437.8267,51.85,2443,325,1954,489,185,151,11.902983,16.792616,27.030378,21.635254,19.51986,31.814516,40,0.11,70.347824,40.413273,37.24561,22.34112,53.79921,45.533764,0.66702616,3102,2858,3346,3678,52.672363,20.692005,26.635633,68.874,31.125998,72.8279,27.172092,31.392813,38.352398,38.531616,35.39532,1,0,Diamond 2 Division 4,56
0,0,3,0,321,0,321.51498,57.24,1794,299,1347,447,674,53,5.22417,19.495802,15.784608,26.488564,22.916603,34.81022,37,0.07,59.173912,58.59422,38.057457,3.3483229,66.34205,32.248734,1.4092171,3170,3010,3316,3422,50.890812,16.50149,32.6077,68.67929,31.320711,77.78191,22.218084,42.86269,25.568266,27.659128,41.548435,0,1,Diamond 2 Division 4,56
3,1,0,1,240,0,270.25897,55.71,1508,291,1030,478,396,167,8.432151,20.989275,20.853182,18.98419,20.680239,39.482384,33,0.16,57.260868,64.05823,29.743048,6.198724,63.061188,34.50604,2.4327712,2749,2792,2715,3378,44.175713,18.169388,37.6549,64.235245,35.76476,72.635605,27.364405,29.24221,36.948532,34.588844,26.344872,2,0,Diamond 2 Division 4,56
3,1,0,0,190,0,290.48477,50.21,1589,337,1200,389,311,526,10.572499,14.600409,40.2522,14.874958,20.753574,24.119267,2,0.52,61.826088,51.33061,42.465714,6.2036767,72.47739,26.057777,1.4648381,2990,2739,3166,2878,55.202805,24.555006,20.242197,64.49372,35.50627,68.78319,31.216806,38.816612,35.190884,26.111332,45.30636,0,0,Silver 3 Division 1,21
1,0,0,0,96,0,240.57768,40.38,1316,165,885,431,223,141,24.34722,5.761555,59.837715,9.172716,14.083948,16.905619,6,0.54,56.47826,58.232944,37.056267,4.7107897,69.582596,29.554007,0.8634017,2608,2079,2949,2774,44.615562,25.145838,30.238592,60.59678,39.40322,66.17664,33.823357,34.00262,37.99397,32.41827,36.16587,0,0,Silver 3 Division 1,21
1,0,0,0,88,0,144.96817,56.25,793,64,595,198,212,77,3.7750223,8.0741,14.814558,14.321434,38.89082,31.973192,5,0.43,51.652172,74.74505,22.844286,2.4106593,65.53195,31.49636,2.9716856,2229,2421,2109,2676,46.46739,24.903574,28.62903,63.036556,36.963448,74.12634,25.873657,29.980806,31.230005,40.52284,25.014473,3,0,Silver 3 Division 1,21
1,1,0,0,124,1,162.12196,56.75,109,0,52,57,50,0,8.155677,30.0942,29.916267,26.922104,1.3955851,41.76605,1,0.33,50.869564,83.664055,14.859254,1.476696,75.36332,23.275663,1.361015,3026,2741,3514,3562,62.0443,10.175358,27.780342,80.94579,19.05421,88.512115,11.487889,55.52801,29.499256,23.549826,43.62915,0,0,Platinum 2 Division 1,41
3,2,0,1,490,1,290.57367,51.3,1680,232,1229,451,291,96,11.752666,16.855001,32.53784,19.892132,20.637362,26.932669,18,0.21,59.826088,56.593105,36.830006,6.576883,60.8243,34.908188,4.2675176,2701,2689,2696,3677,56.37947,18.251392,25.369139,69.18896,30.811045,73.57005,26.429941,26.261171,39.752087,49.293747,23.810898,0,0,Platinum 2 Division 2,42
0,0,0,0,2,0,276.6485,60.61,186,11,139,47,60,0,0.0,5.9742193,0.0,34.99385,54.551044,10.455105,12,0.14,52.347828,70.65675,27.484512,1.8587362,70.79822,29.201784,0.0,3205,2539,2574,3200,54.709965,9.147248,36.142788,71.88895,28.111055,81.40803,18.591969,29.499256,23.549826,36.936043,24.541397,0,1,Platinum 2 Division 1,41
0,0,0,1,82,0,415.3533,74.34,918,148,687,231,505,0,3.9740593,27.976772,25.379776,12.230622,8.139617,54.24998,28,0.13,56.565216,68.52419,28.36955,3.1062524,69.94201,21.745218,8.312779,3578,3839,3128,3627,51.586452,18.91081,29.502731,68.81541,31.184586,94.21411,5.785896,57.61255,15.232638,22.773546,51.730637,0,0,Gold 3 Division 3,35
3,1,0,1,214,0,286.40375,53.6,633,47,526,107,80,97,12.329387,4.9468365,26.949686,30.361635,18.388365,24.300316,9,0.14,64.21739,58.213234,29.362747,12.424014,67.495384,29.171503,3.3331056,3033,3065,3089,3392,46.393936,26.738153,26.867914,56.160355,43.839634,84.086876,15.913127,43.9635,23.527637,21.265364,37.402912,0,0,Gold 3 Division 3,35
3,0,1,0,159,0,430.6912,53.62,2264,479,1478,786,260,118,10.3424225,8.335447,27.98134,18.983433,19.494932,33.54029,86,0.1,65.91304,45.142517,41.377823,13.479652,59.581345,38.851776,1.566877,3436,3037,3765,3901,44.33431,20.877327,34.788364,67.24027,32.75974,58.99157,41.00844,29.359545,40.741917,26.347496,39.28345,0,2,Grand Champion 1 Division 1,73
0,0,0,1,90,0,195.52188,42.18,473,162,365,108,134,123,7.695488,25.42198,44.463314,16.932003,15.141867,23.462818,0,0.0,50.434784,73.05113,21.15917,5.7897005,65.909935,33.308727,0.78134614,2198,2157,2110,2349,59.757595,22.203764,18.038635,72.11147,27.888517,59.942165,40.05783,46.434723,48.501553,53.25526,43.678955,0,0,Bronze 3 Division 2,10
2,1,0,0,284,0,167.29066,40.8,916,340,456,460,161,186,10.48306,12.790308,36.846424,23.95459,15.603911,23.595081,5,0.12,60.95652,57.023922,36.716034,6.260041,68.71148,28.782171,2.5063536,2262,1921,2565,2212,44.984516,28.10948,26.905998,59.467197,40.532803,62.65701,37.34299,28.338356,41.883545,41.03126,33.08678,0,0,Silver 2 Division 2,18
0,0,0,0,48,0,134.59958,27.81,737,167,436,301,63,297,27.906128,8.815024,50.94693,28.732334,13.400518,6.9202213,0,0.0,54.95652,69.94708,23.569542,6.4833875,66.15995,33.68421,0.15583651,2357,2218,2483,2262,53.40488,20.967361,25.627756,64.513374,35.48662,65.4778,34.522198,48.610477,28.612303,27.881777,42.522755,1,1,Silver 2 Division 2,18
1,0,0,1,160,0,146.8359,56.1,804,181,290,514,322,0,6.361672,12.729431,14.599617,18.856138,28.750353,37.79389,0,0.0,51.608696,73.27114,24.212818,2.516038,72.471535,26.836948,0.69152224,2297,1934,2629,2202,46.629196,29.249918,24.120882,60.69211,39.307888,65.76817,34.23182,33.452045,34.152134,32.69108,35.09573,0,1,Silver 2 Division 2,18
2,1,0,1,326,0,308.55722,49.43,1985,432,999,986,180,60,9.044276,7.598643,36.92647,20.189276,20.166193,22.718065,174,0.15,65.91304,48.795246,36.30392,14.900845,60.037186,37.64502,2.3177989,2855,2958,2780,3532,47.94864,20.84831,31.203054,62.5533,37.446705,76.531975,23.46802,37.462112,33.70554,33.29102,34.171867,0,0,Champion 3 Division 2,70
2,1,1,0,286,0,373.06668,47.3,2400,705,1962,438,145,275,18.42535,5.544185,40.864628,22.441105,17.801722,18.892553,107,0.09,65.78261,47.595318,35.831047,16.573637,45.49464,47.206577,7.2987785,2836,2800,2899,3489,44.877773,17.942137,37.180096,64.7994,35.200596,72.364815,27.635187,34.48276,32.850594,34.2755,33.031944,0,0,Champion 3 Division 2,70
4,1,1,1,342,0,400.8191,55.89,2251,717,1778,473,763,501,4.985755,26.575855,23.79924,15.500437,18.97578,41.72454,56,0.09,76.391304,33.518574,43.70786,22.773561,63.310673,33.436768,3.2525601,3448,3442,3454,4037,48.32012,20.945585,30.734295,66.190865,33.809135,67.18102,32.81898,30.53775,43.536327,26.650047,44.753086,0,0,Champion 3 Division 3,71
0,0,0,0,120,0,269.88736,49.41,635,36,343,292,64,144,2.0542607,9.421266,21.020649,34.900906,29.093296,14.985153,17,0.11,58.913044,57.73512,37.759113,4.5057654,68.173035,29.227488,2.5994802,2586,2697,2476,3328,64.07385,14.510431,21.415716,76.911285,23.088717,60.154636,39.845364,31.026423,38.251755,37.968407,26.988735,0,0,Platinum 3 Division 1,45
0,0,3,0,268,0,156.06381,75.08,812,165,519,293,622,125,0.16977385,42.04946,3.0606968,5.7801676,29.421293,61.73784,15,0.26,55.347828,70.155914,25.704437,4.139654,66.206,31.684637,2.1093576,3317,3334,3280,3560,64.87983,10.993042,24.127136,82.29025,17.709751,81.5117,18.4883,42.411427,25.24185,31.872639,34.114933,0,0,Platinum 3 Division 2,46
1,0,2,0,285,0,272.72726,53.54,1419,380,949,470,365,264,5.0195403,25.273882,28.292202,22.2658,8.130859,41.311142,12,0.13,60.304348,55.81271,37.731518,6.4557714,70.579544,26.779034,2.6414263,3125,2905,3333,3706,48.350677,25.332537,26.316782,62.99173,37.00827,70.4852,29.514793,28.637325,40.265232,30.783524,38.087,0,0,Platinum 3 Division 2,46
4,1,1,0,404,0,414.9712,54.65,2247,715,1413,834,402,215,8.153528,6.922343,18.906744,25.362186,32.176773,23.554298,66,0.15,67.17391,46.228577,36.496243,17.275187,48.022934,47.36639,4.6106772,2540,2436,2643,3238,44.322975,24.006298,31.670727,63.064083,36.93592,64.059296,35.9407,31.641478,41.983437,36.47388,32.780323,0,0,Grand Champion 2 Division 2,78
3,0,2,1,345,0,376.92755,48.32,2041,627,1361,680,143,107,11.85632,9.258518,36.23929,21.305246,20.66691,21.788559,78,0.13,58.95652,58.325592,34.294537,7.379875,57.77278,35.254795,6.972422,2635,2326,2882,3302,54.868103,25.038969,20.092926,65.03897,34.96103,65.74143,34.258564,31.980053,32.041615,32.934223,30.256393,0,1,Grand Champion 2 Division 2,78
1,0,1,0,195,0,325.5871,43.46,1763,414,923,840,202,305,11.450028,5.774262,47.294838,21.882639,14.400351,16.422167,78,0.11,59.347828,57.491753,33.616802,8.891444,57.397938,39.823868,2.7781982,2753,2996,2540,3227,51.947464,12.840844,35.211693,71.82072,28.179289,71.24568,28.75431,38.5669,25.639446,31.025885,38.32066,1,2,Grand Champion 2 Division 2,78
3,2,3,0,622,1,402.10822,42.8,2594,696,1887,707,312,356,16.095695,11.499509,38.65138,21.661983,21.801199,17.885439,52,0.12,64.04348,50.25614,38.40118,11.34268,54.705383,42.658306,2.6363137,2401,2390,2328,3299,54.107002,14.993628,30.899366,71.44964,28.550365,68.445915,31.55409,26.223324,33.431507,39.167057,23.691418,0,1,Grand Champion 1 Division 1,73
1,0,2,3,437,0,393.89243,46.93,2541,498,1947,594,468,371,13.990079,14.589469,39.67428,21.580206,13.465841,25.27967,48,0.14,65.95652,45.79096,40.942505,13.26654,55.171806,39.191944,5.636249,2990,3133,2823,3515,61.836674,13.714631,24.448696,75.57206,24.427942,73.01951,26.980492,43.507465,29.19444,30.84793,39.528755,1,2,Grand Champion 1 Division 1,73
3,1,2,0,431,0,312.5097,59.44,2016,656,1342,674,329,115,0.9972614,26.535938,13.534991,17.964624,28.197897,40.302486,74,0.1,63.0,52.73072,35.352722,11.916561,61.648544,34.586597,3.7648547,3056,3075,3003,3684,54.44248,18.854614,26.702908,68.12389,31.876106,67.58533,32.414665,35.4467,37.591072,30.30538,41.828136,2,3,Grand Champion 1 Division 1,73
2,1,2,0,470,0,250.54807,51.28,1981,199,1180,801,243,196,4.7386174,13.747892,22.400656,20.429499,32.741356,24.428492,30,0.17,60.47826,56.220516,37.761776,6.0177145,60.145275,35.285473,4.5692525,3171,3188,3152,3762,48.82874,20.494993,30.676271,64.55177,35.448227,75.03518,24.96482,45.97386,24.957842,27.150085,39.607925,3,1,Champion 3 Division 2,70
5,0,1,1,332,0,507.79935,63.0,4015,1725,3210,805,1140,229,11.292159,18.037521,24.043648,11.429896,16.995283,47.531178,140,0.09,74.565216,30.487553,46.421024,23.091421,49.608566,46.52887,3.8625631,3060,2730,3413,3869,34.745148,32.19767,33.057182,51.82569,48.174305,64.21515,35.78485,26.1172,49.599495,33.70573,37.752953,1,1,Champion 3 Division 2,70
1,0,0,0,156,0,306.82968,55.66,2426,619,1485,941,378,96,14.378162,10.246628,21.976671,19.214766,16.849571,41.958992,46,0.19,60.391304,57.34643,34.859074,7.7944975,61.911854,33.8447,4.243441,2486,2280,2684,3466,44.63379,25.487932,29.878279,60.22036,39.779644,80.52676,19.473242,29.25801,24.15683,38.490726,22.660202,0,2,Champion 3 Division 2,70
0,0,1,0,125,0,106.754234,43.6,363,0,100,263,0,0,1.8184491,0.0,4.8646164,52.518356,34.052315,8.564708,8,0.52,31.695652,92.06395,7.293628,0.6424189,75.0,25.0,0.0,5780,5862,5695,4986,95.8269,0.0,4.173107,98.57998,1.4200155,91.962906,8.037094,78.91383,10.048035,12.988922,67.493385,0,1,Platinum 1 Division 2,38
3,0,1,4,397,0,407.71332,48.22,2361,307,1918,443,191,244,16.304504,6.9017124,29.862782,29.076612,17.359518,23.701078,34,0.17,63.869564,50.540165,41.03063,8.429213,62.0861,35.14287,2.7710257,2604,2486,2783,3372,48.63069,20.879921,30.489386,65.996864,34.00313,74.8312,25.1688,26.939127,36.06274,37.041298,27.572311,0,0,Platinum 1 Division 2,38
4,1,0,0,210,0,405.81378,53.32,2350,654,1958,392,378,499,9.644552,20.437471,26.338282,26.26511,18.386164,29.01045,25,0.14,68.521736,45.467648,39.816147,14.716201,53.366875,41.822136,4.810987,3312,3218,3336,3676,52.12543,22.85077,25.023798,65.7728,34.227203,68.83057,31.16943,38.940853,37.156425,29.29918,46.913223,0,1,Platinum 1 Division 2,38
4,0,1,0,176,0,392.18567,57.56,2225,722,1378,847,273,290,7.0035253,14.142186,24.67092,20.247742,26.860952,28.220383,31,0.13,66.78261,44.24063,42.470005,13.289369,58.53145,34.95151,6.5170407,3213,2778,3582,3687,38.798523,26.639696,34.561775,54.55956,45.440437,70.24855,29.751446,35.340775,36.956524,35.72268,35.575794,0,0,Diamond 3 Division 3,59
1,1,1,1,320,0,450.0,46.18,2553,512,1560,993,140,354,15.302586,5.2438307,30.93926,33.18674,17.928436,17.94557,65,0.06,67.652176,43.32178,41.935844,14.742372,57.223095,41.01654,1.7603667,2975,2832,3151,3762,48.55682,23.845316,27.597866,63.8129,36.18709,74.005974,25.994022,38.36663,30.14101,34.75323,29.494713,1,1,Diamond 3 Division 3,59
2,1,1,1,304,0,434.13632,59.31,2463,480,1395,1068,734,292,6.8537016,22.376616,21.236223,19.81593,20.293148,38.654697,35,0.16,65.434784,52.162106,33.890133,13.947754,60.893654,38.707443,0.39890304,3289,3096,3480,3787,39.020473,25.236156,35.743374,55.511234,44.48877,64.348045,35.65196,26.26322,32.109283,28.672152,34.929497,4,0,Diamond 3 Division 3,59
1,2,1,0,407,0,324.34824,50.74,1833,371,1310,523,211,114,8.770792,6.151941,34.541813,22.50258,17.04925,25.906359,28,0.15,59.95652,53.032135,41.398872,5.5689936,64.60781,34.767334,0.62485605,2983,2825,3129,3443,53.824005,18.711128,27.46487,69.16033,30.839668,74.435616,25.564386,29.3736,35.21293,35.77327,30.523771,0,1,Diamond 3 Division 4,60
1,0,1,0,176,0,303.46823,58.38,1715,246,1142,573,384,43,5.9425507,12.935001,16.094261,28.210732,20.334879,35.360126,88,0.08,58.565216,60.756443,33.038944,6.204615,65.21434,33.74548,1.0401771,3109,2962,3271,3419,56.313786,12.078053,31.608166,71.86273,28.137266,78.74846,21.251543,40.403446,29.55055,35.36039,36.481068,0,0,Diamond 3 Division 4,60
2,0,0,0,94,0,249.49866,52.12,1410,378,763,647,285,133,6.2993984,16.74826,21.577991,28.671041,25.56545,24.185514,29,0.2,57.173912,61.89728,34.278984,3.823727,73.727295,24.994392,1.2783135,3012,3083,2966,3401,52.347847,18.09313,29.559027,69.89796,30.102041,69.62604,30.373962,33.472927,34.239708,27.86953,35.38988,0,0,Diamond 3 Division 4,60
3,2,1,0,481,0,402.05704,50.88,2580,431,1936,644,424,241,6.7399096,6.771077,31.992548,25.065722,19.690666,23.251066,116,0.09,65.21739,49.459183,36.26576,14.275058,55.469078,39.81152,4.719397,2756,2787,2712,3506,57.46469,16.379055,26.156256,70.340164,29.659836,74.095535,25.904469,34.024208,29.323153,30.024416,31.686666,1,2,Grand Champion 2 Division 2,78
1,1,0,0,270,0,357.22302,42.02,2228,673,1400,828,305,246,17.214472,5.678478,49.121456,19.033745,15.013858,16.830948,63,0.09,65.26087,54.788082,34.95762,10.254302,54.347656,37.475918,8.176424,2765,2560,2989,3688,51.317753,18.445929,30.236322,69.422035,30.57796,64.883125,35.11688,26.829138,42.194427,33.776924,39.655815,0,1,Grand Champion 2 Division 2,78
1,1,1,0,226,0,272.03638,53.1,1396,286,1048,348,158,140,7.8369603,14.277363,23.90595,18.066534,21.591711,36.435802,7,0.22,56.913044,59.8828,34.300686,5.816513,61.296623,37.277153,1.4262239,2857,3040,2738,3355,60.874958,13.939789,25.185255,73.12415,26.875854,73.52723,26.472778,33.29003,35.206238,37.54466,37.31731,0,1,Platinum 2 Division 2,42
1,0,2,1,302,0,332.05588,38.22,1704,96,1277,427,129,328,13.312764,12.34167,39.584255,26.433586,19.10204,14.880126,3,0.55,59.826088,54.00557,37.6669,8.327533,64.78833,33.648674,1.5629944,2955,2475,3410,3223,66.47262,10.162306,23.365076,78.37188,21.62812,76.38498,23.61502,31.113998,33.97207,36.31049,33.842155,0,2,Platinum 2 Division 2,42
3,2,3,0,558,1,361.20865,59.45,2074,482,1362,712,481,203,5.6834345,13.172332,25.307133,22.33479,19.045124,33.312954,35,0.12,66.08696,47.221455,40.357952,12.420593,52.58244,42.24714,5.170413,2765,2763,2844,3539,48.567955,19.631563,31.80048,67.26509,32.734905,72.45208,27.54792,30.594177,37.212273,36.86395,34.686947,0,1,Grand Champion 1 Division 4,76
4,2,0,0,390,0,354.8571,50.72,1972,338,1423,549,269,129,8.17263,11.645624,27.879002,25.357744,23.639378,23.12387,98,0.11,60.130436,59.793728,32.704636,7.5016384,55.68535,40.286045,4.028605,2567,2323,2873,3397,56.46884,18.020454,25.510696,67.59452,32.405483,71.42654,28.573465,39.01869,25.10272,37.219208,26.782234,1,0,Champion 2 Division 3,67
1,1,2,0,265,0,316.0815,41.39,1823,211,978,845,130,202,15.263691,4.5282474,41.83858,26.949526,17.18589,14.026003,23,0.19,60.173912,59.00663,35.406685,5.586683,73.54375,26.456259,0.0,2860,2878,2835,3220,45.447163,14.411,40.141834,65.233864,34.766132,75.32752,24.672478,32.914318,30.833696,31.960701,34.416992,1,0,Platinum 3 Division 2,46
1,0,2,1,315,0,258.95007,54.81,1613,302,967,646,297,114,1.8355007,20.30021,13.5408125,33.43417,28.701805,24.323217,76,0.12,57.739132,62.342964,31.52711,6.1299314,59.055576,38.363396,2.5810235,2920,2919,2862,3720,60.95862,17.63987,21.40151,72.80815,27.191845,74.30157,25.698433,51.212074,32.107883,42.569706,35.74678,0,0,Platinum 3 Division 3,47
3,1,1,0,258,0,321.7887,47.91,1468,119,1030,438,185,76,12.308197,16.272102,27.581268,23.900902,23.234999,25.282831,17,0.12,60.913044,56.163826,37.984154,5.8520136,70.35802,28.772251,0.86974114,3268,2924,3545,3793,58.195114,11.475188,30.32969,76.57092,23.429071,70.95132,29.048677,28.788546,32.149643,32.405376,33.939793,0,0,Platinum 3 Division 3,47
1,1,0,0,144,1,370.404,43.09,272,12,183,89,23,0,14.298683,22.060825,39.137646,10.053898,5.825042,44.983418,6,0.09,55.130436,66.22027,28.123127,5.656606,51.418865,43.025578,5.5555553,3239,3229,3359,4118,66.69998,12.932241,20.367779,79.29242,20.707577,81.73462,18.265388,43.803898,33.81752,34.044483,37.22197,0,0,Champion 3 Division 4,72
