Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU KC vs G1 G5 2022-10-28.18.39,2,1,0,0,254,0,416.07968,54.35,2353,527,1723,630,395,216,11.815154,11.868203,29.469042,18.093838,23.01515,29.421976,57,0.1,67.73913,43.723217,39.495556,16.781225,49.5269,43.846886,6.626211,2725,2692,2790,3476,45.063416,21.74801,33.188576,61.718094,38.2819,71.12537,28.874638,33.597595,33.06711,31.23987,36.33845,0,2,Vati
EU KC vs G1 G4 2022-10-28.18.31,5,0,2,0,394,0,459.12997,49.71,3446,1140,2465,981,859,460,10.161437,13.736593,30.762486,24.831787,14.300742,30.10498,79,0.12,67.347824,42.273678,40.78374,16.942581,52.270794,41.166218,6.562983,2701,2435,2924,3596,39.25374,23.62064,37.125614,58.315365,41.68464,67.56191,32.438084,35.86259,36.97289,35.48509,37.417007,0,1,Vati
EU KC vs G1 G3 2022-10-28.18.22,3,1,3,1,518,1,401.42813,52.22,2155,825,1370,785,154,268,6.8177586,10.068301,27.002388,19.811468,21.259575,31.926573,66,0.1,68.17391,42.702473,41.447407,15.850118,56.983,38.05117,4.965826,2812,2769,2845,3736,38.492714,26.67695,34.83034,60.06472,39.93528,76.83049,23.169516,31.480906,37.441788,34.27507,32.753803,1,1,Vati
EU KC vs G1 G2 2022-10-28.18.15,4,1,2,1,497,1,480.6759,52.37,2674,978,2130,544,301,267,11.654384,13.973276,31.137672,13.423588,20.777048,34.661694,64,0.12,70.17391,41.13358,41.062374,17.804045,49.565636,42.33387,8.100487,2764,2397,3109,3582,33.216553,32.205418,34.57803,48.346573,51.65342,71.61127,28.388733,29.780094,40.41584,35.412548,35.11295,0,0,Vati
EU KC vs G1 G1 2022-10-28.18.07,6,1,2,0,585,0,415.03683,53.59,4131,987,2822,1309,528,539,14.166108,11.652712,31.810768,16.280617,19.873201,32.035408,104,0.11,68.391304,42.557983,40.5066,16.935417,51.621544,40.690697,7.687756,2759,2593,2964,3525,39.87376,26.748526,33.377716,56.330135,43.669872,67.954834,32.04517,30.559277,39.86939,33.57334,37.290688,0,2,Vati
EU B KC vs HEET G4 2022-10-28.10.29,8,2,1,2,526,0,406.67383,46.8,2344,742,1550,794,422,193,16.028107,13.989533,37.92988,17.427317,10.123961,34.518845,57,0.1,71.04348,40.308247,38.1467,21.545044,46.520576,44.375225,9.104207,2988,2772,3360,3781,32.222763,35.169838,32.6074,47.921013,52.07899,74.73792,25.262074,30.564152,36.752163,34.901543,39.152184,1,0,Vati
EU B KC vs HEET G3 2022-10-28.10.21,3,2,1,1,463,1,441.8118,50.27,2393,448,1741,652,211,472,11.006831,12.197673,35.903454,16.53806,20.4241,27.134392,46,0.14,70.04348,40.110912,36.969425,22.919664,50.612988,43.098225,6.28878,2849,2796,2870,3732,38.782974,23.851917,37.36511,58.90887,41.091125,73.142296,26.85771,34.15595,40.402485,35.81759,35.38679,1,1,Vati
EU B KC vs HEET G2 2022-10-28.10.14,2,0,4,0,384,0,420.69522,48.67,2251,362,1455,796,263,183,16.14752,11.559307,34.040817,21.87353,14.738063,29.347588,51,0.11,65.86957,47.058823,38.835884,14.105297,53.07395,40.138954,6.7870927,3115,2854,3417,3845,51.056015,10.208116,38.735874,71.44048,28.559517,72.53667,27.463331,39.932716,33.671814,33.88986,42.45577,1,3,Vati
EU B KC vs HEET G1 2022-10-28.10.07,6,3,0,0,551,1,450.6856,46.98,2498,548,1600,898,325,298,14.388381,7.583594,34.561943,25.839025,13.783562,25.815474,52,0.1,71.478264,37.801476,42.415874,19.782646,51.551693,41.454056,6.994246,2861,2529,3287,3687,41.43372,29.618761,28.947523,55.229126,44.770874,70.44226,29.557737,28.897041,37.045948,31.63339,34.33967,0,2,Vati
EU B KC vs HEET G0 2022-10-28.09.59,1,0,0,0,20,0,147.6923,59.75,376,57,245,131,54,30,5.5188217,5.1718493,7.2539377,42.48032,18.789371,31.476381,8,0.1,72.608696,70.564575,22.856276,6.5791473,78.06026,20.452303,1.4874402,3067,3037,3200,3860,69.181145,7.634515,23.184336,74.34165,25.658344,76.53487,23.465128,57.34861,11.391162,29.13257,57.67594,1,0,Vati
EU G KC v OXG G6 2022-10-16.18.36,2,0,2,0,246,0,472.94073,47.36,2578,549,1868,710,153,389,13.129089,12.502294,41.84728,19.890373,9.863281,28.399067,67,0.13,72.08696,35.537567,44.283,20.179443,53.356293,38.64117,8.002538,2911,2675,3125,3855,51.437977,17.020119,31.541899,68.675606,31.324389,66.35048,33.649517,36.26246,31.003487,31.92075,39.931515,0,2,Vati
EU G KC vs OXG G6 2022-10-16.18.36,2,0,2,0,246,0,472.91183,47.25,2578,549,1868,710,148,378,13.161918,12.513759,42.449917,19.302002,9.896686,28.35139,67,0.13,72.21739,35.605606,44.179447,20.21495,53.372177,38.63966,7.988166,2935,2713,3138,3851,51.50948,16.978626,31.511896,68.720566,31.279436,66.51371,33.486294,37.024582,31.704782,32.407974,40.723984,0,2,Vati
EU G KC v OXG G5 2022-10-16.18.27,2,0,2,1,326,0,482.75223,51.52,2610,974,1852,758,388,374,10.160608,12.925798,27.046112,24.3753,20.141235,28.437347,64,0.11,71.82609,36.887424,43.84213,19.270441,51.320076,39.183735,9.496187,2555,2313,2738,3413,44.111225,21.86276,34.026012,60.454475,39.545517,65.95904,34.040962,27.251146,42.51055,35.204536,31.78273,1,0,Vati
EU G KC v OXG G4 2022-10-16.18.19,2,1,1,0,278,0,445.10544,51.64,2469,456,1871,598,607,298,14.653566,11.871281,38.498035,18.05427,17.704235,25.743464,50,0.11,66.347824,45.982845,35.229324,18.787827,52.582962,42.40312,5.0139112,2455,2149,2711,3410,51.50881,15.650278,32.840916,71.071655,28.928347,66.84642,33.153576,31.278168,35.484646,39.330566,28.69419,1,0,Vati
EU G KC vs OXG G5 2022-10-16.18.27,2,0,2,1,326,0,484.98672,51.48,2622,974,1852,770,388,390,10.1794195,12.89537,27.106215,24.357271,20.196136,28.340372,64,0.11,71.78261,36.927998,43.83238,19.239622,51.476562,39.003468,9.519966,2557,2309,2748,3416,44.092415,21.786173,34.12141,60.524273,39.47573,66.0101,33.989895,27.899376,43.0976,35.976322,32.369442,1,0,Vati
EU G KC vs OXG G4 2022-10-16.18.19,2,1,1,0,278,0,444.84497,51.62,2468,456,1870,598,607,298,14.659937,11.827085,38.53184,18.054028,17.669346,25.744778,50,0.11,66.434784,45.966007,35.252644,18.781347,52.661144,42.346165,4.9926915,2469,2160,2727,3416,51.497524,15.671664,32.83082,71.00398,28.996016,66.888306,33.11169,32.474163,36.19923,40.374905,29.379957,1,0,Vati
EU G KC vs OXG G3 2022-10-16.18.10,4,1,4,1,567,0,470.45755,53.74,2682,630,1830,852,309,364,8.153779,11.051016,27.472404,19.588598,20.38523,32.553776,65,0.11,68.17391,45.02624,33.633583,21.340181,55.999214,38.801277,5.1995063,3003,3116,2880,3503,48.014706,17.860651,34.124645,67.31579,32.68421,79.23846,20.761547,42.040638,29.352434,25.785706,39.23403,0,1,Vati
EU G KC v OXG G3 2022-10-16.18.10,4,1,4,1,567,0,470.5263,53.74,2682,630,1830,852,309,372,8.122807,11.058479,27.436247,19.615208,20.372267,32.576275,66,0.11,68.347824,45.061607,33.579388,21.359005,56.012127,38.76165,5.226227,2999,3108,2878,3505,48.032448,17.882004,34.085552,67.32626,32.67374,79.434715,20.565285,41.54971,29.181286,25.146198,38.859646,0,1,Vati
EU G KC v OXG G2 2022-10-16.18.02,0,0,4,1,394,0,426.07468,45.17,2316,447,1611,705,224,248,16.836327,13.607653,44.329617,19.895445,12.050887,23.72405,64,0.11,67.347824,46.550602,35.66353,17.785872,53.185883,42.133003,4.6811156,2670,2632,2710,3370,57.68935,13.039617,29.271038,73.59508,26.404928,69.65211,30.34789,31.489542,40.35077,35.536884,33.666523,2,0,Vati
EU G KC vs OXG G1 2022-10-16.17.54,10,1,4,0,635,0,507.61615,56.5,3999,1027,2981,1018,629,502,11.157655,19.40425,27.703636,18.699438,20.958765,32.638153,89,0.11,70.347824,40.175915,39.023785,20.800297,53.956062,35.602493,10.441443,2876,2725,3069,3637,33.1888,27.84729,38.96391,52.901947,47.098053,67.09681,32.903183,31.162733,40.048237,34.27266,41.825336,2,0,Vati
EU G KC v OXG G1 2022-10-16.17.54,10,1,4,0,635,0,507.79877,56.4,3999,1027,2981,1018,617,483,11.174366,19.377367,27.687405,18.696966,20.948715,32.666916,91,0.12,70.391304,40.253193,38.939716,20.807087,53.884758,35.656754,10.4584875,2882,2725,3079,3636,33.192207,27.824703,38.983086,52.93474,47.06526,67.063194,32.936802,30.687181,39.554718,34.094517,41.22664,2,0,Vati
EU E MST vs KC G5 2022-10-16.11.31,5,2,0,0,300,0,468.52225,55.32,2668,422,1814,854,529,297,11.338427,9.418445,25.104773,17.965475,21.734415,35.19533,63,0.11,69.08696,43.038826,36.357,20.604172,54.80937,37.96395,7.226683,3307,3553,3055,3881,42.279186,21.447021,36.273796,59.902298,40.097706,73.89803,26.10197,33.77528,34.389908,26.399742,40.41912,0,1,Vati
EU E MST v KC G5 2022-10-16.17.31,5,2,0,0,300,0,470.21667,55.33,2680,422,1814,866,529,351,11.32848,9.492061,25.09225,17.975752,21.759506,35.172497,64,0.11,69.04348,42.99792,36.402943,20.599136,54.81091,37.92852,7.260578,3307,3558,3045,3881,42.23988,21.447021,36.313103,59.896683,40.10332,73.86153,26.13847,33.950348,34.65216,26.376583,40.588356,0,1,Vati
EU E MST vs KC G4 2022-10-16.11.23,2,0,1,0,222,0,523.1811,51.97,2808,1059,2143,665,390,581,15.489241,11.933671,39.853283,10.659605,18.168812,31.318296,59,0.11,74.82609,32.287918,41.27023,26.441858,51.881084,38.2417,9.877215,2668,2292,3047,3493,32.205288,31.509708,36.285004,48.78425,51.21575,62.931713,37.068287,25.370306,44.033165,38.10204,38.59889,1,0,Vati
EU E MST v KC G4 2022-10-16.17.23,2,0,1,0,222,0,523.68243,52.03,2812,1059,2143,669,390,611,15.494445,11.934322,39.854584,10.653443,18.182648,31.30932,59,0.11,74.73913,32.363968,41.154778,26.481258,51.94377,38.134823,9.921402,2686,2318,3061,3495,32.22491,31.499397,36.275696,48.742447,51.25756,62.920197,37.079807,25.513689,43.981625,37.929108,38.456764,1,0,Vati
EU E MST vs KC G3 2022-10-16.11.16,2,0,1,1,212,0,418.69946,53.43,2260,658,1297,963,340,322,7.219169,12.777126,26.402931,18.80556,21.92149,32.870018,55,0.11,70.695656,38.09538,39.304184,22.600433,55.591644,39.933846,4.4745154,3019,2883,3110,3684,44.30913,20.649527,35.041348,62.32259,37.67741,68.522026,31.477974,33.25511,46.31631,31.525969,43.599087,2,0,Vati
EU E MST v KC G3 2022-10-16.17.16,2,0,1,1,212,0,415.93137,53.75,2247,658,1297,950,340,322,7.228358,12.7660885,26.433239,18.767935,21.933575,32.865257,55,0.11,71.08696,38.11112,39.265,22.623877,55.626675,39.90204,4.4712887,3034,2913,3111,3682,44.263477,20.665302,35.071217,62.26336,37.736645,68.526695,31.4733,33.257233,46.36885,31.776392,43.56142,2,0,Vati
EU E MST vs KC G2 2022-10-16.11.07,8,2,0,1,522,1,419.27002,48.95,2286,677,1654,632,403,238,10.084368,10.573454,35.96536,20.874414,13.67355,29.486681,51,0.12,72.26087,35.915905,41.336952,22.747135,52.571747,43.03177,4.39648,2931,2429,3498,3649,43.443855,29.628864,26.927279,57.273613,42.72639,78.90106,21.09894,37.201195,33.13566,33.288498,34.939167,0,1,Vati
EU E MST v KC G2 2022-10-16.17.07,8,2,0,1,522,1,418.74103,48.67,2285,674,1656,629,401,235,10.057726,10.592224,36.219345,20.8679,13.695309,29.217457,52,0.11,72.391304,35.858303,41.340218,22.801476,52.497494,43.124523,4.3779893,2958,2446,3537,3649,43.353504,29.664946,26.98155,57.257565,42.74243,78.88647,21.113537,37.07889,33.322132,33.444305,35.032528,0,1,Vati
EU E MST vs KC G1 2022-10-16.10.59,4,0,1,1,224,0,505.24445,54.2,2842,319,1993,849,575,354,9.167407,11.268148,33.582508,18.782684,22.74191,24.892893,68,0.11,69.86957,43.05266,38.03241,18.914934,56.640625,37.456596,5.9027777,2912,2957,2876,3524,44.644096,22.994793,32.361115,62.586803,37.413193,82.4103,17.589699,39.91111,26.518518,35.703705,34.933334,1,3,Vati
EU E MST v KC G1 2022-10-16.16.59,4,0,1,1,224,0,504.9734,54.33,2843,319,1993,850,575,399,9.171107,11.308467,33.614883,18.780272,22.72593,24.878912,68,0.11,70.0,43.092228,38.07155,18.836218,56.712357,37.321415,5.966221,2906,2966,2854,3520,44.61636,23.050001,32.33363,62.550247,37.44975,82.38714,17.612865,38.543518,26.554174,34.339848,34.754295,1,3,Vati
EU E MST vs KC G0 2022-10-16.10.50,3,0,1,1,265,0,540.6099,53.08,2597,676,1882,715,453,450,16.642958,10.678971,38.52499,16.93234,14.520395,30.022274,33,0.1,82.521736,27.5781,34.50414,37.91776,45.945763,50.126057,3.9281821,3367,3187,3591,4075,42.57972,27.531342,29.888933,56.585583,43.41442,65.33456,34.66544,32.543453,41.66811,36.35985,38.5803,0,3,Vati
EU E MST v KC G0 2022-10-16.16.50,3,0,1,1,265,0,551.92,55.88,2235,641,1608,627,432,344,14.553237,8.6389265,34.16729,14.430338,16.596132,34.80624,27,0.1,83.391304,26.251171,35.053226,38.6956,47.230606,49.025208,3.744188,3449,3173,3812,4101,39.693287,29.676157,30.630558,53.519863,46.480137,63.010853,36.98915,30.538748,44.079517,32.061573,41.1985,0,3,Vati
EU B KC vs TUN G5 2022-10-15.19.05,1,1,1,0,301,0,438.50647,58.32,2478,216,1771,707,448,289,9.856662,12.623135,26.878529,19.522875,19.329836,34.268753,59,0.1,66.478264,46.08106,37.559143,16.359802,52.92559,41.209,5.865421,2852,2588,2929,3475,51.1101,14.193291,34.696613,68.934364,31.065638,67.34688,32.65312,26.60296,43.00124,29.493305,34.684128,1,0,Vati
EU B KC v TUN G5 2022-10-15.19.05,1,1,1,0,301,0,439.12375,58.61,2479,216,1772,707,468,304,9.92265,12.6328535,26.86326,19.511211,19.297688,34.32784,58,0.11,66.521736,45.98767,37.75755,16.254782,52.943695,41.16321,5.8930964,2855,2617,2905,3478,51.111553,14.166263,34.722183,68.92497,31.075026,67.43814,32.561855,26.098251,42.3949,28.873405,33.8923,1,0,Vati
EU B KC vs TUN G4 2022-10-15.18.56,3,2,2,1,556,1,499.52332,51.67,2707,999,2011,696,540,280,15.076119,12.581885,35.810036,16.487532,16.064852,31.637583,65,0.11,71.695656,38.075455,41.59568,20.328873,49.896114,42.297417,7.806471,2824,2634,3050,3656,32.971207,34.808544,32.22024,48.12561,51.874386,75.319084,24.680914,35.337536,34.599415,34.660927,35.214516,0,0,Vati
EU B KC v TUN G4 2022-10-15.18.56,3,2,2,1,556,1,499.75385,51.67,2707,999,2011,696,540,280,15.12,12.633846,35.76777,16.541876,16.03466,31.655697,65,0.11,71.78261,37.978256,41.694393,20.327354,49.870785,42.33774,7.791475,2820,2641,3032,3658,32.907555,34.84434,32.248096,48.098858,51.90114,75.27032,24.729681,34.73846,34.0,34.092308,34.8,0,0,Vati
EU B KC vs TUN G3 2022-10-15.18.48,3,0,2,1,349,0,429.01462,47.39,2351,521,1612,739,213,263,13.199513,10.809003,36.386738,20.065517,17.509108,26.038637,62,0.11,66.91304,44.886887,38.95988,16.15323,51.282352,38.83832,9.879325,3067,3020,3111,3583,46.983128,20.837904,32.178963,67.13218,32.867817,72.08764,27.912354,33.72871,39.93309,27.889296,40.936745,0,2,Vati
EU B KC v TUN G3 2022-10-15.18.48,3,0,2,1,349,0,429.05377,47.25,2351,521,1612,739,213,263,13.179427,10.800863,36.40317,20.066765,17.506355,26.023705,62,0.11,66.82609,44.839653,38.992554,16.16779,51.195564,38.821648,9.982795,3058,3002,3112,3585,46.953247,20.787352,32.259407,67.05233,32.947666,72.25073,27.749266,33.184296,39.38924,27.161846,40.33215,0,2,Vati
EU B KC vs TUN G2 2022-10-15.18.41,1,0,2,1,384,0,463.89822,55.49,2601,559,1756,845,464,419,5.790553,13.976993,22.018755,15.493372,31.42471,31.063168,64,0.11,70.86957,40.65571,37.12497,22.219324,57.195038,39.5872,3.2177644,2993,2657,3246,3848,48.98687,20.00174,31.011393,67.03191,32.968082,62.931934,37.068066,27.615112,44.855976,33.26298,41.764515,0,1,Vati
EU B KC v TUN G2 2022-10-15.18.41,1,0,2,1,384,0,464.13278,55.49,2601,559,1756,845,464,416,5.7726626,14.001904,21.987295,15.544316,31.388578,31.07981,63,0.11,70.652176,40.556763,37.265472,22.17776,57.248077,39.57083,3.1810932,2996,2665,3246,3842,48.90674,19.988981,31.10428,67.06975,32.930264,62.760624,37.239384,26.826077,44.492035,32.922913,41.28004,0,1,Vati
EU B KC vs TUN G1 2022-10-15.18.33,3,1,1,1,388,1,483.73624,57.9,2548,918,1876,672,795,454,11.536514,17.453485,28.323248,17.426073,19.602371,34.64831,75,0.11,73.78261,33.70318,41.54716,24.74966,53.965263,38.654346,7.380393,3025,2511,3501,3892,41.06685,24.795254,34.137897,58.923878,41.07612,71.391045,28.608955,31.736488,40.31135,32.527527,40.216427,3,1,Vati
EU B KC v TUN G1 2022-10-15.18.33,3,1,1,1,388,1,484.11917,57.9,2548,918,1876,672,795,457,11.558313,17.372303,28.329308,17.43197,19.63843,34.600296,75,0.11,73.91304,33.677795,41.62,24.702206,54.012745,38.565063,7.422189,3030,2527,3503,3894,41.03397,24.778788,34.18724,58.82862,41.171375,71.33443,28.665575,31.064947,39.678265,31.919947,39.709934,3,1,Vati
EU B KC v TUN G0 2022-10-15.18.25,12,3,0,2,871,0,383.12476,53.72,3684,981,2857,827,1097,663,10.923146,11.191805,29.462389,23.398165,11.010009,36.129433,63,0.12,77.521736,42.173763,33.505856,24.320387,53.38682,40.231483,6.3816953,2801,2419,3315,3871,50.2638,24.286886,25.449306,63.514393,36.485603,69.917755,30.08224,44.285366,42.725414,36.62426,31.580406,0,1,Vati
EU K KC vs TL G2 2022-10-14.18.15,4,0,1,1,230,0,499.81302,49.95,2673,577,2012,661,244,345,17.738718,13.2759905,38.306175,18.59523,14.691744,28.406858,73,0.11,72.21739,35.54186,44.049297,20.408836,49.397266,42.308735,8.294003,3094,2926,3319,3849,36.36254,24.833908,38.803543,57.811516,42.188488,74.20334,25.796656,32.13039,36.649216,29.51259,37.397156,0,0,Vati
EU K KC vs TL G3 2022-10-14.18.22,4,0,4,1,472,0,477.84906,49.01,2657,536,1916,741,352,381,16.45285,10.616869,40.978374,14.663684,12.739746,31.618195,78,0.1,72.13043,36.452858,43.81353,19.733614,54.01174,37.0564,8.931857,2986,2784,3190,3696,41.93417,19.727196,38.33864,61.465668,38.534332,69.70821,30.29179,30.423836,38.067265,29.914274,39.26623,1,0,Vati
EU AB KC vs G1 G3 2022-10-14.19.16,3,0,4,2,545,1,496.1049,45.94,2611,657,1722,889,405,395,14.950282,10.99183,41.223328,20.52058,15.320962,22.93513,77,0.11,70.347824,39.90204,40.764587,19.333374,51.900684,42.66835,5.430965,2713,2721,2646,3552,40.929115,23.730015,35.340874,57.143738,42.856262,81.24885,18.751156,37.937805,26.917475,34.201027,33.251,2,0,Vati
EU AB KC vs G1 G2 2022-10-14.19.09,5,2,0,0,440,0,473.0554,47.84,2534,644,1974,560,354,344,15.656503,8.525203,37.05706,19.320955,18.829744,24.79224,71,0.12,70.608696,37.690422,41.82743,20.482145,47.766438,42.275658,9.957903,2727,2430,3045,3574,40.4149,28.252575,31.332527,56.52029,43.47971,71.82531,28.174686,35.407593,37.523335,35.37648,35.532047,1,1,Vati
EU AB KC vs G1 G1 2022-10-14.19.02,4,2,2,1,540,0,443.68622,55.82,2514,424,1927,587,747,238,14.798365,12.589346,29.868267,18.337236,12.479508,39.314987,58,0.1,70.652176,37.49224,43.674137,18.833624,50.03811,44.55328,5.40861,2871,2881,2854,3736,48.50529,19.308397,32.18631,68.191956,31.808044,80.26252,19.737474,38.974026,28.120129,32.355797,34.708946,1,2,Vati
EU AB KC vs G1 G0 2022-10-14.18.54,0,0,0,0,0,0,356.88275,51.37,245,10,186,59,13,84,10.900703,5.0254917,16.198126,36.57965,10.809906,36.412315,3,0.07,66.521736,40.260098,45.299377,14.440533,53.99621,40.04335,5.9604445,3720,3749,3826,3413,42.237873,32.67407,25.088049,54.619343,45.380657,66.09756,33.90244,18.936636,53.89658,36.659386,40.7866,0,0,Vati
EU Q KC vs BDS G5 2022-10-14.18.43,2,0,0,1,266,0,550.43756,53.5,3103,991,2187,916,553,382,16.417337,12.984863,29.818192,15.993892,23.65517,30.532745,80,0.11,71.521736,36.503674,42.330883,21.165442,50.924522,38.22126,10.854219,2817,2343,3203,3662,36.84376,24.960707,38.195538,57.429905,42.5701,61.61475,38.385254,28.382215,40.237705,33.52649,36.009933,0,0,Vati
EU Q KC v BDS G5 2022-10-14.18.43,2,0,0,1,266,0,550.5189,53.58,3103,991,2187,916,553,382,16.40498,13.004524,30.044636,15.451279,23.792824,30.711264,79,0.11,71.565216,36.55782,42.219486,21.222692,50.846386,38.247734,10.905867,2815,2328,3210,3662,36.839096,25.006435,38.15447,57.396175,42.60382,61.665382,38.33462,27.588041,39.622696,32.526096,34.921196,0,0,Vati
EU Q KC vs BDS G4 2022-10-14.18.36,3,3,1,1,611,0,458.04877,48.07,2716,465,1943,773,366,374,9.303763,11.172949,35.289658,20.714672,15.476449,28.51922,77,0.11,69.347824,42.601807,38.383385,19.014816,54.65064,38.011013,7.3383512,3079,3020,3181,3641,47.004997,17.392807,35.602192,66.89275,33.107243,73.894196,26.105806,36.540462,35.44425,28.81075,37.664783,0,1,Vati
EU Q KC v BDS G4 2022-10-14.18.36,3,3,1,1,611,0,458.2677,48.07,2716,465,1943,773,366,374,9.313835,11.17829,35.329647,20.705347,15.431498,28.533506,77,0.11,69.478264,42.55472,38.437984,19.007294,54.701107,37.875122,7.4237785,3088,3031,3181,3634,46.927094,17.380306,35.6926,66.80513,33.194866,73.7718,26.228199,35.545555,34.842518,28.43082,36.951626,0,1,Vati
EU Q KC vs BDS G3 2022-10-14.18.27,3,1,1,0,401,0,471.74448,52.04,2656,660,1749,907,603,433,15.126846,12.240609,36.043552,19.556458,13.383441,31.016546,69,0.11,71.91304,39.462574,37.847492,22.689926,51.008694,41.155285,7.8360205,3022,3002,3056,3702,45.15067,21.130526,33.718803,62.561546,37.43845,81.03264,18.967363,39.608063,34.13161,32.05944,38.927208,0,0,Vati
EU Q KC v BDS G3 2022-10-14.18.27,3,1,1,0,401,0,471.9121,52.19,2656,660,1749,907,615,425,15.158874,12.2568035,35.990967,19.633516,13.321518,31.054,66,0.11,72.0,39.57535,37.815384,22.609259,50.97432,41.2255,7.8001804,3021,2996,3059,3700,45.165016,21.054853,33.780132,62.545055,37.45494,80.98671,19.01329,39.207554,33.758774,31.685865,38.289555,0,0,Vati
EU Q KC vs BDS G2 2022-10-14.18.19,0,1,1,0,325,0,454.54007,51.93,2563,546,1852,711,506,435,10.767912,14.031095,31.837124,20.564947,22.800333,24.797596,76,0.11,73.21739,33.865532,41.398888,24.735584,53.917976,38.16248,7.919536,3175,3145,3206,3809,35.292084,24.943083,39.764835,57.070812,42.929195,70.515,29.485,33.311657,37.981792,27.636557,39.134544,1,2,Vati
EU Q KC v BDS G2 2022-10-14.18.19,0,1,1,0,325,0,454.15854,52.04,2561,546,1852,709,506,398,10.776142,14.00662,31.838337,20.541054,22.790987,24.829617,77,0.11,73.21739,33.904663,41.360806,24.734533,54.025284,38.01651,7.9582186,3183,3124,3243,3813,35.188713,24.913435,39.897854,57.118538,42.881462,70.44668,29.553324,33.073242,37.713543,27.043802,38.62978,1,2,Vati
EU Q KC vs BDS G1 2022-10-14.18.11,5,0,2,0,331,0,514.8093,58.72,2781,833,2092,689,833,374,11.970875,14.36505,25.080395,23.490856,18.08214,33.346603,60,0.11,70.73913,41.142063,35.386295,23.471645,47.33572,44.750244,7.91404,2696,2399,3019,3637,38.514233,30.645895,30.839876,54.838905,45.161095,64.35197,35.648037,28.909046,38.874493,33.475258,36.591385,3,2,Vati
EU Q KC v BDS G1 2022-10-14.18.11,5,0,2,0,331,0,514.7617,58.72,2781,833,2092,689,833,374,11.972853,14.320531,25.099577,23.466509,18.046448,33.387463,56,0.11,70.78261,41.143654,35.392033,23.464314,47.2955,44.721367,7.983143,2705,2425,3017,3628,38.53314,30.689466,30.777393,54.784428,45.215572,64.30066,35.69934,28.443623,38.161346,32.484962,36.2178,3,2,Vati
